Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.19 [1.12-1.25],2.105e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.18 [1.12-1.25],0.001,**,Triglycerides to Total-Lipids in Large LDL percentage
IDL-PL%,1.16 [1.10-1.23],0.053,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.15 [1.09-1.22],0.157,,Triglycerides to Total-Lipids in IDL percentage
SFA%,1.01 [0.96-1.07],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.86 [0.82-0.91],0.004,**,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.86 [0.82-0.91],0.017,*,Cholesterol to Total-Lipids in Large LDL percentage
LDL-L,0.86 [0.81-0.91],0.020,*,Total-Lipids in LDL
L-LDL-C,0.86 [0.81-0.91],0.028,*,Cholesterol in Large LDL
S-LDL-C,0.86 [0.81-0.91],0.042,*,Cholesterol in Small LDL
LDL-CE,0.86 [0.81-0.91],0.017,*,Cholesteryl Esters in LDL
M-LDL-C%,0.86 [0.81-0.90],8.893e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.86 [0.81-0.90],0.002,**,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-FC,0.86 [0.81-0.91],0.019,*,Free Cholesterol in Small LDL
L-LDL-FC,0.86 [0.81-0.91],0.025,*,Free Cholesterol in Large LDL
LDL-C,0.85 [0.81-0.90],0.008,**,LDL Cholesterol
LDL-PL,0.85 [0.81-0.90],0.012,*,Phospholipids in LDL
L-LDL-PL,0.85 [0.81-0.90],0.014,*,Phospholipids in Large LDL
M-LDL-CE,0.85 [0.81-0.90],0.014,*,Cholesteryl Esters in Medium LDL
Clinical LDL-C,0.85 [0.81-0.90],0.003,**,Clinical LDL Cholesterol
M-LDL-L,0.85 [0.81-0.90],0.009,**,Total-Lipids in Medium LDL
LDL-FC,0.85 [0.80-0.90],0.006,**,Free Cholesterol in LDL
M-LDL-PL,0.85 [0.80-0.90],0.009,**,Phospholipids in Medium LDL
M-LDL-C,0.85 [0.80-0.90],0.003,**,Cholesterol in Medium LDL
M-LDL-FC,0.84 [0.80-0.89],0.001,**,Free Cholesterol in Medium LDL
XL-HDL-C%,0.84 [0.79-0.89],0.004,**,Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.84 [0.79-0.88],6.120e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C,0.84 [0.79-0.89],2.650e-04,***,Cholesterol in Small HDL
S-HDL-P,0.83 [0.78-0.88],1.509e-04,***,Concentration of Small HDL Particles
S-HDL-CE,0.83 [0.78-0.88],2.764e-05,***,Cholesteryl Esters in Small HDL
