Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.09 [1.07-1.10],6.536e-32,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.08 [1.07-1.10],4.483e-30,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.08 [1.07-1.09],3.112e-27,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.08 [1.07-1.09],2.324e-28,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.07 [1.06-1.09],9.237e-22,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.07 [1.06-1.09],2.874e-21,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.07 [1.06-1.08],5.059e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.06 [1.05-1.08],7.096e-16,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.06 [1.04-1.07],4.280e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
MUFA%,1.05 [1.04-1.07],7.578e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.05 [1.04-1.06],3.701e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.05 [1.04-1.06],4.005e-07,***,Glycoprotein Acetyls
M-HDL-PL%,1.04 [1.03-1.06],1.790e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-PL%,1.04 [1.03-1.05],3.703e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.97 [0.95-0.98],0.009,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-3,0.96 [0.95-0.98],0.005,**,Omega-3 Fatty Acids
XL-HDL-CE%,0.96 [0.95-0.98],0.001,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-CE,0.96 [0.95-0.98],0.002,**,Cholesteryl Esters in Very Large VLDL
L-VLDL-CE,0.96 [0.95-0.98],0.001,**,Cholesteryl Esters in Large VLDL
XS-VLDL-PL,0.96 [0.95-0.97],7.684e-04,***,Phospholipids in Very Small VLDL
PC,0.96 [0.95-0.98],0.004,**,Phosphatidylcholines
VLDL-P,0.96 [0.95-0.97],2.138e-04,***,Concentration of VLDL Particles
S-LDL-FC%,0.96 [0.95-0.97],6.478e-05,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.96 [0.95-0.97],2.582e-05,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-P,0.96 [0.95-0.97],0.002,**,Concentration of Very Large HDL Particles
VLDL-FC,0.96 [0.95-0.97],3.134e-05,***,Free Cholesterol in VLDL
S-HDL-C%,0.96 [0.95-0.97],1.409e-05,***,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-FC,0.96 [0.95-0.97],1.065e-04,***,Free Cholesterol in Very Large HDL
IDL-FC%,0.96 [0.95-0.97],3.164e-06,***,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-FC%,0.96 [0.95-0.97],4.479e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-CE,0.96 [0.94-0.97],4.544e-04,***,Cholesteryl Esters in Very Large HDL
Cholines,0.96 [0.95-0.97],5.348e-05,***,Total-Cholines
DHA,0.96 [0.95-0.97],7.948e-06,***,Docosahexaenoic Acid
XL-HDL-C,0.96 [0.94-0.97],1.553e-04,***,Cholesterol in Very Large HDL
L-VLDL-C%,0.96 [0.94-0.97],1.537e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-L,0.96 [0.94-0.97],7.215e-07,***,Total-Lipids in Very Small VLDL
Albumin,0.96 [0.94-0.97],5.223e-07,***,Albumin
S-HDL-FC%,0.96 [0.94-0.97],1.940e-06,***,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-L,0.95 [0.94-0.97],1.122e-07,***,Total-Lipids in Medium VLDL
XS-VLDL-P,0.95 [0.94-0.97],6.200e-08,***,Concentration of Very Small VLDL Particles
PUFA%,0.95 [0.94-0.97],1.493e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE,0.95 [0.94-0.97],1.152e-08,***,Cholesteryl Esters in Small VLDL
Unsaturation,0.95 [0.94-0.97],2.180e-07,***,Degree of Unsaturation
L-HDL-CE%,0.95 [0.94-0.97],6.250e-08,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-VLDL-PL,0.95 [0.94-0.96],1.650e-09,***,Phospholipids in Small VLDL
XS-VLDL-FC,0.95 [0.94-0.96],1.552e-09,***,Free Cholesterol in Very Small VLDL
PUFA/MUFA,0.95 [0.94-0.96],9.868e-08,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-PL,0.95 [0.94-0.96],6.637e-09,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-FC%,0.95 [0.94-0.96],3.628e-07,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,0.95 [0.94-0.96],1.655e-09,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Omega-6,0.95 [0.94-0.96],4.055e-10,***,Omega-6 Fatty Acids
VLDL-C,0.95 [0.94-0.96],2.385e-11,***,VLDL Cholesterol
S-VLDL-C,0.95 [0.94-0.96],1.647e-11,***,Cholesterol in Small VLDL
XL-VLDL-FC%,0.95 [0.94-0.96],5.225e-10,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-P,0.95 [0.94-0.96],2.414e-11,***,Concentration of Medium VLDL Particles
L-HDL-FC%,0.95 [0.94-0.96],1.139e-11,***,Free Cholesterol to Total-Lipids in Large HDL percentage
ApoB/ApoA1,0.95 [0.94-0.96],4.079e-12,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-C%,0.95 [0.93-0.96],3.062e-11,***,Cholesterol to Total-Lipids in Large HDL percentage
SM,0.95 [0.93-0.96],3.321e-11,***,Sphingomyelins
PUFA,0.95 [0.93-0.96],1.777e-11,***,Polyunsaturated Fatty Acids
M-VLDL-PL,0.95 [0.93-0.96],8.457e-13,***,Phospholipids in Medium VLDL
Total-L,0.95 [0.93-0.96],1.683e-12,***,Total-Lipids in Lipoprotein Particles
S-VLDL-CE%,0.95 [0.93-0.96],4.009e-14,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
LA,0.95 [0.93-0.96],4.507e-13,***,Linoleic Acid
XL-VLDL-CE%,0.95 [0.93-0.96],7.644e-12,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.94 [0.93-0.96],3.698e-12,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
VLDL-CE,0.94 [0.93-0.96],3.732e-15,***,Cholesteryl Esters in VLDL
XS-VLDL-FC%,0.94 [0.93-0.95],6.846e-16,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LA%,0.94 [0.93-0.95],3.410e-14,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-FC,0.94 [0.93-0.95],7.671e-16,***,Free Cholesterol in Small VLDL
M-LDL-CE,0.94 [0.93-0.95],2.566e-16,***,Cholesteryl Esters in Medium LDL
M-VLDL-FC,0.94 [0.93-0.95],1.276e-16,***,Free Cholesterol in Medium VLDL
S-LDL-P,0.94 [0.93-0.95],6.652e-17,***,Concentration of Small LDL Particles
M-LDL-PL,0.94 [0.93-0.95],5.252e-17,***,Phospholipids in Medium LDL
XS-VLDL-C,0.94 [0.93-0.95],6.514e-17,***,Cholesterol in Very Small VLDL
M-LDL-L,0.94 [0.93-0.95],1.716e-17,***,Total-Lipids in Medium LDL
S-LDL-CE,0.94 [0.93-0.95],1.222e-17,***,Cholesteryl Esters in Small LDL
M-LDL-P,0.94 [0.93-0.95],7.133e-18,***,Concentration of Medium LDL Particles
M-VLDL-CE%,0.94 [0.93-0.95],2.463e-19,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.94 [0.93-0.95],9.310e-18,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-PL,0.94 [0.93-0.95],6.365e-19,***,Phospholipids in Small LDL
S-LDL-L,0.94 [0.93-0.95],5.662e-19,***,Total-Lipids in Small LDL
M-LDL-C,0.94 [0.93-0.95],2.756e-19,***,Cholesterol in Medium LDL
IDL-CE%,0.94 [0.93-0.95],3.348e-20,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.94 [0.93-0.95],1.360e-20,***,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE,0.94 [0.92-0.95],1.730e-19,***,Cholesteryl Esters in Very Small VLDL
L-LDL-P,0.94 [0.92-0.95],2.947e-20,***,Concentration of Large LDL Particles
LDL-P,0.94 [0.92-0.95],2.236e-20,***,Concentration of LDL Particles
M-VLDL-C%,0.94 [0.92-0.95],1.152e-20,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.94 [0.92-0.95],2.794e-21,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-C,0.94 [0.92-0.95],5.212e-21,***,Cholesterol in Small LDL
M-VLDL-FC%,0.94 [0.92-0.95],4.363e-21,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB,0.94 [0.92-0.95],9.567e-22,***,Apolipoprotein B
M-VLDL-PL%,0.93 [0.92-0.95],6.095e-22,***,Phospholipids to Total-Lipids in Medium VLDL percentage
LDL-CE,0.93 [0.92-0.95],3.551e-22,***,Cholesteryl Esters in LDL
IDL-P,0.93 [0.92-0.95],1.454e-22,***,Concentration of IDL Particles
LDL-L,0.93 [0.92-0.95],1.279e-22,***,Total-Lipids in LDL
Remnant-C,0.93 [0.92-0.95],6.928e-23,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-PL,0.93 [0.92-0.94],5.394e-23,***,Phospholipids in LDL
M-LDL-C%,0.93 [0.92-0.94],2.113e-25,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.93 [0.92-0.94],3.076e-24,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE,0.93 [0.92-0.94],2.147e-23,***,Cholesteryl Esters in Large LDL
L-LDL-L,0.93 [0.92-0.94],6.743e-24,***,Total-Lipids in Large LDL
M-LDL-FC,0.93 [0.92-0.94],4.011e-24,***,Free Cholesterol in Medium LDL
LDL-C,0.93 [0.92-0.94],1.400e-24,***,LDL Cholesterol
Non-HDL-C,0.93 [0.92-0.94],4.257e-25,***,Total-Cholesterol Minus HDL-C
Total-FC,0.93 [0.92-0.94],5.759e-24,***,Total-Free Cholesterol
S-LDL-FC,0.93 [0.92-0.94],3.008e-25,***,Free Cholesterol in Small LDL
L-LDL-PL,0.93 [0.92-0.94],7.910e-25,***,Phospholipids in Large LDL
M-VLDL-C,0.93 [0.92-0.94],4.507e-25,***,Cholesterol in Medium VLDL
IDL-PL,0.93 [0.92-0.94],6.149e-24,***,Phospholipids in IDL
Total-CE,0.93 [0.92-0.94],1.919e-24,***,Total-Esterified Cholesterol
L-LDL-C,0.93 [0.92-0.94],1.448e-25,***,Cholesterol in Large LDL
Total-C,0.93 [0.92-0.94],7.338e-25,***,Total-Cholesterol
IDL-L,0.93 [0.92-0.94],5.631e-26,***,Total-Lipids in IDL
S-VLDL-PL%,0.93 [0.92-0.94],1.885e-25,***,Phospholipids to Total-Lipids in Small VLDL percentage
Clinical LDL-C,0.93 [0.92-0.94],2.357e-28,***,Clinical LDL Cholesterol
IDL-FC,0.93 [0.92-0.94],7.910e-27,***,Free Cholesterol in IDL
S-VLDL-FC%,0.93 [0.92-0.94],6.885e-27,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
LDL-FC,0.93 [0.92-0.94],5.453e-28,***,Free Cholesterol in LDL
IDL-CE,0.93 [0.92-0.94],3.571e-28,***,Cholesteryl Esters in IDL
M-VLDL-CE,0.93 [0.92-0.94],5.762e-29,***,Cholesteryl Esters in Medium VLDL
L-LDL-FC,0.93 [0.91-0.94],1.852e-28,***,Free Cholesterol in Large LDL
IDL-C,0.93 [0.91-0.94],8.847e-29,***,Cholesterol in IDL
XS-VLDL-CE%,0.93 [0.91-0.94],3.018e-28,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.93 [0.91-0.94],2.025e-28,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.92 [0.91-0.94],9.261e-30,***,Cholesterol to Total-Lipids in Large LDL percentage
