Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.12 [1.10-1.14],3.745e-53,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.12 [1.10-1.13],1.774e-51,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.11 [1.09-1.12],2.022e-39,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.11 [1.09-1.12],3.782e-43,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.10 [1.09-1.12],7.481e-37,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.10 [1.08-1.11],7.496e-30,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.09 [1.08-1.11],1.160e-30,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.09 [1.07-1.10],3.897e-26,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.09 [1.07-1.10],7.797e-27,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,1.09 [1.07-1.10],4.188e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.08 [1.07-1.10],5.749e-22,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.07 [1.06-1.09],4.604e-16,***,Glycoprotein Acetyls
XL-VLDL-TG%,1.07 [1.05-1.09],9.271e-14,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG%,1.07 [1.05-1.08],7.150e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.07 [1.05-1.08],9.089e-13,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.06 [1.05-1.08],2.980e-13,***,Triglycerides in Small HDL
L-HDL-TG%,1.06 [1.05-1.08],5.736e-11,***,Triglycerides to Total-Lipids in Large HDL percentage
SFA%,1.06 [1.05-1.08],5.082e-12,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG%,1.06 [1.04-1.07],8.541e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-TG,1.06 [1.04-1.07],1.160e-10,***,Triglycerides in Medium HDL
XS-VLDL-TG,1.06 [1.04-1.07],3.751e-10,***,Triglycerides in Very Small VLDL
TG/PG,1.05 [1.04-1.07],7.133e-07,***,Triglycerides to Phosphoglycerides ratio
S-HDL-PL%,1.05 [1.04-1.07],3.268e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
HDL-TG,1.05 [1.04-1.07],3.075e-08,***,Triglycerides in HDL
IDL-PL%,1.05 [1.04-1.07],3.340e-08,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG,1.05 [1.04-1.07],1.207e-07,***,Triglycerides in IDL
L-VLDL-PL%,1.05 [1.03-1.06],3.761e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-TG,1.05 [1.03-1.06],1.117e-05,***,Triglycerides in Large LDL
LDL-TG,1.05 [1.03-1.06],4.107e-05,***,Triglycerides in LDL
S-VLDL-TG,1.04 [1.03-1.06],2.303e-04,***,Triglycerides in Small VLDL
M-LDL-TG,1.04 [1.03-1.06],3.127e-04,***,Triglycerides in Medium LDL
MUFA,1.04 [1.03-1.06],0.004,**,Monounsaturated Fatty Acids
XL-VLDL-TG,1.04 [1.03-1.05],0.014,*,Triglycerides in Very Large VLDL
Total-TG,1.04 [1.02-1.05],0.030,*,Total-Triglycerides
S-LDL-TG,1.04 [1.02-1.05],0.014,*,Triglycerides in Small LDL
XXL-VLDL-PL%,1.04 [1.02-1.05],0.045,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.96 [0.95-0.98],0.027,*,Phospholipids to Total-Lipids in Large LDL percentage
M-VLDL-FC,0.96 [0.95-0.98],0.023,*,Free Cholesterol in Medium VLDL
SM,0.96 [0.95-0.98],0.034,*,Sphingomyelins
M-LDL-CE,0.96 [0.95-0.97],0.006,**,Cholesteryl Esters in Medium LDL
PUFA,0.96 [0.95-0.97],0.003,**,Polyunsaturated Fatty Acids
M-LDL-PL,0.96 [0.95-0.97],6.019e-04,***,Phospholipids in Medium LDL
M-LDL-L,0.96 [0.95-0.97],4.645e-04,***,Total-Lipids in Medium LDL
Albumin,0.96 [0.95-0.97],6.546e-04,***,Albumin
XS-VLDL-C,0.96 [0.95-0.97],7.369e-04,***,Cholesterol in Very Small VLDL
Omega-6,0.96 [0.95-0.97],8.027e-04,***,Omega-6 Fatty Acids
S-LDL-CE,0.96 [0.95-0.97],3.332e-04,***,Cholesteryl Esters in Small LDL
L-LDL-P,0.96 [0.94-0.97],1.303e-04,***,Concentration of Large LDL Particles
S-LDL-P,0.96 [0.94-0.97],7.377e-05,***,Concentration of Small LDL Particles
L-HDL-L,0.96 [0.94-0.97],0.016,*,Total-Lipids in Large HDL
S-LDL-L,0.96 [0.94-0.97],1.288e-05,***,Total-Lipids in Small LDL
LDL-P,0.96 [0.94-0.97],1.231e-05,***,Concentration of LDL Particles
DHA%,0.96 [0.94-0.97],7.707e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-FC%,0.95 [0.94-0.97],7.118e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-C,0.95 [0.94-0.97],5.172e-06,***,Cholesterol in Medium LDL
L-HDL-FC,0.95 [0.94-0.97],0.003,**,Free Cholesterol in Large HDL
S-LDL-PL,0.95 [0.94-0.97],1.846e-06,***,Phospholipids in Small LDL
ApoB,0.95 [0.94-0.97],1.460e-06,***,Apolipoprotein B
M-LDL-P,0.95 [0.94-0.97],1.268e-06,***,Concentration of Medium LDL Particles
L-HDL-P,0.95 [0.94-0.97],0.001,**,Concentration of Large HDL Particles
LDL-CE,0.95 [0.94-0.96],1.900e-07,***,Cholesteryl Esters in LDL
XL-HDL-PL,0.95 [0.94-0.97],2.092e-04,***,Phospholipids in Very Large HDL
L-VLDL-C%,0.95 [0.94-0.96],3.909e-07,***,Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-CE,0.95 [0.94-0.96],4.479e-07,***,Cholesteryl Esters in Very Small VLDL
Remnant-C,0.95 [0.94-0.96],6.596e-08,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-C,0.95 [0.94-0.96],5.560e-08,***,Cholesterol in Small LDL
LDL-L,0.95 [0.94-0.96],2.615e-08,***,Total-Lipids in LDL
Citrate,0.95 [0.94-0.96],6.513e-08,***,Citrate
