Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.11 [1.09-1.12],1.974e-25,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.10 [1.09-1.12],1.559e-25,***,Triglycerides to Total-Lipids in IDL percentage
M-HDL-PL%,1.10 [1.08-1.12],2.306e-22,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.10 [1.08-1.12],8.803e-20,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.10 [1.08-1.12],1.388e-21,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.09 [1.08-1.11],4.836e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.09 [1.07-1.11],2.267e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,1.09 [1.07-1.11],1.303e-14,***,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.08 [1.07-1.10],2.745e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,1.08 [1.06-1.10],2.519e-10,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
GlycA,1.08 [1.06-1.10],1.907e-11,***,Glycoprotein Acetyls
S-HDL-TG%,1.08 [1.06-1.09],4.745e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.08 [1.06-1.09],6.362e-12,***,Triglycerides to Total-Lipids in Small VLDL percentage
TG/PG,1.07 [1.06-1.09],8.397e-10,***,Triglycerides to Phosphoglycerides ratio
S-LDL-TG%,1.07 [1.06-1.09],7.869e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-TG%,1.07 [1.05-1.09],3.211e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.06 [1.05-1.08],3.905e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.06 [1.04-1.08],3.128e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.06 [1.04-1.08],1.557e-07,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.05 [1.03-1.07],0.004,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
VLDL-size,1.05 [1.03-1.07],0.023,*,Average Diameter for VLDL Particles
L-VLDL-PL%,1.05 [1.03-1.07],0.012,*,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-P,0.96 [0.94-0.97],0.023,*,Concentration of Small LDL Particles
XS-VLDL-FC,0.96 [0.94-0.97],0.030,*,Free Cholesterol in Very Small VLDL
Omega-6%,0.95 [0.94-0.97],0.039,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-FC%,0.95 [0.94-0.97],0.009,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,0.95 [0.94-0.97],9.906e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Albumin,0.95 [0.94-0.97],0.002,**,Albumin
S-LDL-CE,0.95 [0.94-0.97],0.002,**,Cholesteryl Esters in Small LDL
S-HDL-C%,0.95 [0.94-0.97],7.061e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-P,0.95 [0.94-0.97],9.253e-04,***,Concentration of Small HDL Particles
S-LDL-PL,0.95 [0.94-0.97],5.169e-04,***,Phospholipids in Small LDL
M-LDL-CE,0.95 [0.93-0.97],6.140e-04,***,Cholesteryl Esters in Medium LDL
S-HDL-CE,0.95 [0.93-0.97],3.341e-04,***,Cholesteryl Esters in Small HDL
S-LDL-L,0.95 [0.93-0.97],3.333e-04,***,Total-Lipids in Small LDL
L-LDL-P,0.95 [0.93-0.97],3.329e-04,***,Concentration of Large LDL Particles
M-LDL-PL,0.95 [0.93-0.97],2.621e-04,***,Phospholipids in Medium LDL
XS-VLDL-FC%,0.95 [0.93-0.96],1.004e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-P,0.95 [0.93-0.96],1.783e-04,***,Concentration of LDL Particles
M-LDL-P,0.95 [0.93-0.96],1.623e-04,***,Concentration of Medium LDL Particles
M-LDL-L,0.95 [0.93-0.96],6.401e-05,***,Total-Lipids in Medium LDL
DHA%,0.95 [0.93-0.96],3.683e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-C,0.95 [0.93-0.96],2.166e-05,***,Cholesterol in Small HDL
ApoB,0.95 [0.93-0.96],1.341e-05,***,Apolipoprotein B
S-LDL-C,0.95 [0.93-0.96],7.491e-06,***,Cholesterol in Small LDL
M-LDL-C,0.94 [0.93-0.96],3.028e-06,***,Cholesterol in Medium LDL
L-VLDL-CE%,0.94 [0.93-0.96],1.643e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
IDL-FC%,0.94 [0.93-0.96],6.092e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-FC,0.94 [0.93-0.96],2.708e-06,***,Free Cholesterol in Small HDL
S-LDL-FC%,0.94 [0.93-0.96],3.098e-07,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-C,0.94 [0.93-0.96],5.100e-07,***,Cholesterol in Medium VLDL
PUFA%,0.94 [0.93-0.96],3.404e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,0.94 [0.92-0.96],2.080e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-VLDL-C%,0.94 [0.92-0.96],6.922e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-PL,0.94 [0.92-0.96],9.362e-07,***,Phospholipids in Medium HDL
LA,0.94 [0.92-0.95],3.978e-08,***,Linoleic Acid
XL-VLDL-CE%,0.94 [0.92-0.95],2.124e-07,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Omega-6,0.94 [0.92-0.95],5.660e-08,***,Omega-6 Fatty Acids
DHA,0.94 [0.92-0.95],8.110e-08,***,Docosahexaenoic Acid
PUFA,0.94 [0.92-0.95],9.337e-09,***,Polyunsaturated Fatty Acids
Remnant-C,0.94 [0.92-0.95],1.451e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LA%,0.94 [0.92-0.95],1.616e-08,***,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-CE%,0.94 [0.92-0.95],5.256e-10,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LDL-CE,0.94 [0.92-0.95],4.549e-10,***,Cholesteryl Esters in LDL
XS-VLDL-C,0.93 [0.92-0.95],1.893e-09,***,Cholesterol in Very Small VLDL
Total-L,0.93 [0.92-0.95],5.462e-10,***,Total-Lipids in Lipoprotein Particles
S-HDL-FC%,0.93 [0.92-0.95],4.106e-09,***,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC,0.93 [0.92-0.95],9.496e-11,***,Free Cholesterol in Small LDL
LDL-PL,0.93 [0.92-0.95],1.333e-10,***,Phospholipids in LDL
L-HDL-FC%,0.93 [0.92-0.95],7.781e-10,***,Free Cholesterol to Total-Lipids in Large HDL percentage
