Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.32 [1.25-1.39],3.825e-19,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.31 [1.25-1.37],2.176e-22,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG%,1.31 [1.24-1.38],1.125e-19,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.31 [1.24-1.37],1.060e-20,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.30 [1.24-1.37],1.049e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.30 [1.24-1.37],5.990e-19,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.29 [1.23-1.36],2.897e-18,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,1.29 [1.23-1.35],4.682e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-PL%,1.29 [1.22-1.36],7.755e-14,***,Phospholipids to Total-Lipids in Large VLDL percentage
GlycA,1.28 [1.21-1.34],1.843e-16,***,Glycoprotein Acetyls
TG/PG,1.27 [1.21-1.34],3.345e-15,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG,1.27 [1.22-1.33],6.430e-20,***,Triglycerides in Small HDL
S-LDL-TG%,1.26 [1.20-1.32],6.385e-16,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.25 [1.19-1.32],9.168e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG,1.25 [1.20-1.31],1.264e-18,***,Triglycerides in Very Small VLDL
XS-VLDL-TG%,1.25 [1.19-1.31],3.448e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.24 [1.19-1.30],8.755e-15,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG,1.23 [1.18-1.29],8.872e-16,***,Triglycerides in IDL
S-VLDL-TG,1.23 [1.18-1.29],9.494e-14,***,Triglycerides in Small VLDL
Total-TG,1.23 [1.17-1.29],4.035e-12,***,Total-Triglycerides
LDL-TG,1.22 [1.17-1.28],1.033e-13,***,Triglycerides in LDL
L-LDL-TG,1.22 [1.17-1.28],1.699e-13,***,Triglycerides in Large LDL
MUFA,1.22 [1.16-1.28],5.203e-10,***,Monounsaturated Fatty Acids
M-LDL-TG,1.22 [1.17-1.27],6.431e-13,***,Triglycerides in Medium LDL
L-HDL-PL%,1.22 [1.16-1.28],1.885e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG,1.22 [1.16-1.27],1.833e-12,***,Triglycerides in Small LDL
VLDL-TG,1.22 [1.16-1.28],2.975e-10,***,Triglycerides in VLDL
HDL-TG,1.22 [1.16-1.27],1.799e-12,***,Triglycerides in HDL
L-VLDL-PL,1.22 [1.16-1.27],4.823e-11,***,Phospholipids in Large VLDL
XL-VLDL-L,1.21 [1.16-1.27],1.859e-10,***,Total-Lipids in Very Large VLDL
M-HDL-TG,1.21 [1.16-1.27],1.908e-12,***,Triglycerides in Medium HDL
XL-VLDL-P,1.21 [1.16-1.27],5.419e-11,***,Concentration of Very Large VLDL Particles
XL-VLDL-TG,1.21 [1.16-1.27],1.560e-10,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,1.21 [1.16-1.27],7.732e-11,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,1.21 [1.15-1.27],2.481e-10,***,Phospholipids in Very Large VLDL
XXL-VLDL-C,1.21 [1.15-1.27],2.379e-10,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,1.21 [1.15-1.26],5.384e-10,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.20 [1.15-1.26],2.167e-09,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,1.20 [1.15-1.26],3.645e-10,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.20 [1.15-1.26],2.794e-10,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-VLDL-FC,1.20 [1.15-1.26],2.611e-09,***,Free Cholesterol in Large VLDL
XL-VLDL-FC,1.20 [1.15-1.26],1.520e-09,***,Free Cholesterol in Very Large VLDL
L-VLDL-P,1.20 [1.15-1.26],2.587e-09,***,Concentration of Large VLDL Particles
VLDL-L,1.20 [1.14-1.25],1.111e-07,***,Total-Lipids in VLDL
L-VLDL-L,1.19 [1.14-1.25],6.956e-08,***,Total-Lipids in Large VLDL
