Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.09 [1.07-1.10],1.905e-19,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.08 [1.07-1.10],2.477e-18,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.08 [1.06-1.10],4.983e-17,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.08 [1.06-1.09],5.651e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.07 [1.06-1.09],1.016e-12,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.07 [1.05-1.09],2.649e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.07 [1.05-1.09],1.077e-11,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.06 [1.04-1.08],2.312e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.06 [1.04-1.08],2.214e-06,***,Glycoprotein Acetyls
XL-VLDL-TG%,1.06 [1.04-1.07],1.158e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL%,1.05 [1.03-1.07],1.175e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.05 [1.03-1.07],0.011,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL,0.96 [0.95-0.97],0.047,*,Phospholipids in Very Small VLDL
VLDL-FC,0.96 [0.94-0.97],0.015,*,Free Cholesterol in VLDL
S-HDL-FC%,0.96 [0.94-0.97],0.018,*,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-PL%,0.96 [0.94-0.97],0.002,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
Omega-3,0.96 [0.94-0.97],0.008,**,Omega-3 Fatty Acids
L-HDL-CE%,0.96 [0.94-0.97],0.010,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Albumin,0.96 [0.94-0.97],0.002,**,Albumin
PC,0.96 [0.94-0.97],0.015,*,Phosphatidylcholines
PUFA/MUFA,0.96 [0.94-0.97],0.027,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-C%,0.95 [0.94-0.97],0.001,**,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-L,0.95 [0.94-0.97],5.280e-04,***,Total-Lipids in Medium VLDL
XS-VLDL-L,0.95 [0.94-0.97],2.242e-04,***,Total-Lipids in Very Small VLDL
Unsaturation,0.95 [0.94-0.97],0.001,**,Degree of Unsaturation
S-VLDL-CE,0.95 [0.94-0.97],1.029e-04,***,Cholesteryl Esters in Small VLDL
Cholines,0.95 [0.94-0.97],0.001,**,Total-Cholines
DHA,0.95 [0.94-0.97],2.167e-04,***,Docosahexaenoic Acid
XS-VLDL-P,0.95 [0.94-0.97],6.102e-05,***,Concentration of Very Small VLDL Particles
S-VLDL-PL,0.95 [0.94-0.97],3.349e-05,***,Phospholipids in Small VLDL
LA%,0.95 [0.94-0.97],9.954e-05,***,Linoleic Acid to Total-Fatty Acids percentage
ApoB/ApoA1,0.95 [0.93-0.96],1.170e-05,***,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-FC,0.95 [0.93-0.96],5.658e-06,***,Free Cholesterol in Very Small VLDL
L-HDL-C%,0.95 [0.93-0.96],2.437e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6,0.95 [0.93-0.96],9.114e-06,***,Omega-6 Fatty Acids
M-VLDL-P,0.95 [0.93-0.96],3.127e-06,***,Concentration of Medium VLDL Particles
L-VLDL-CE%,0.95 [0.93-0.96],1.431e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-VLDL-C,0.95 [0.93-0.96],1.403e-06,***,Cholesterol in Small VLDL
XL-VLDL-FC%,0.95 [0.93-0.96],9.255e-06,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
VLDL-C,0.95 [0.93-0.96],5.988e-07,***,VLDL Cholesterol
LA,0.95 [0.93-0.96],6.526e-07,***,Linoleic Acid
M-VLDL-PL,0.95 [0.93-0.96],1.812e-07,***,Phospholipids in Medium VLDL
XS-VLDL-FC%,0.95 [0.93-0.96],6.019e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-PL,0.95 [0.93-0.96],1.600e-06,***,Total-Phospholipids in Lipoprotein Particles
S-VLDL-CE%,0.95 [0.93-0.96],2.363e-08,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-HDL-FC%,0.94 [0.93-0.96],2.293e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
SM,0.94 [0.93-0.96],4.723e-07,***,Sphingomyelins
XL-VLDL-CE%,0.94 [0.93-0.96],7.434e-07,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
PUFA,0.94 [0.93-0.96],2.093e-07,***,Polyunsaturated Fatty Acids
XL-VLDL-C%,0.94 [0.93-0.96],4.505e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-FC%,0.94 [0.93-0.96],2.853e-08,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-L,0.94 [0.93-0.96],1.318e-08,***,Total-Lipids in Lipoprotein Particles
S-VLDL-FC,0.94 [0.93-0.96],2.745e-09,***,Free Cholesterol in Small VLDL
VLDL-CE,0.94 [0.93-0.96],1.324e-09,***,Cholesteryl Esters in VLDL
M-VLDL-FC,0.94 [0.93-0.95],7.845e-10,***,Free Cholesterol in Medium VLDL
