Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.30 [1.21-1.39],7.426e-07,***,Phospholipids to Total-Lipids in Very Large HDL percentage
HDL-size,1.27 [1.19-1.36],9.588e-08,***,Average Diameter for HDL Particles
S-LDL-PL%,1.27 [1.20-1.35],6.286e-11,***,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.27 [1.20-1.34],2.339e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.27 [1.20-1.34],4.191e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.26 [1.19-1.33],2.267e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.24 [1.17-1.31],2.146e-08,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-PL,1.23 [1.16-1.31],1.294e-05,***,Phospholipids in Very Large HDL
S-HDL-PL%,1.22 [1.15-1.30],3.383e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-L,1.20 [1.13-1.28],0.003,**,Total-Lipids in Very Large HDL
IDL-TG%,1.20 [1.13-1.27],1.440e-04,***,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-FC,1.18 [1.11-1.26],0.015,*,Free Cholesterol in Very Large HDL
Omega-6/Omega-3,1.18 [1.11-1.25],0.006,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-CE%,0.86 [0.82-0.91],0.014,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
SFA,0.85 [0.81-0.91],0.048,*,Saturated Fatty Acids
XS-VLDL-CE,0.85 [0.80-0.90],0.022,*,Cholesteryl Esters in Very Small VLDL
SM,0.85 [0.80-0.90],0.036,*,Sphingomyelins
XL-HDL-TG%,0.85 [0.80-0.90],0.030,*,Triglycerides to Total-Lipids in Very Large HDL percentage
S-VLDL-TG,0.84 [0.79-0.90],0.021,*,Triglycerides in Small VLDL
XL-VLDL-TG,0.84 [0.79-0.90],0.020,*,Triglycerides in Very Large VLDL
Total-TG,0.84 [0.79-0.89],0.003,**,Total-Triglycerides
Omega-3%,0.83 [0.79-0.88],6.119e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Phosphoglyc,0.83 [0.78-0.88],6.623e-04,***,Phosphoglycerides
IDL-C%,0.83 [0.79-0.87],2.094e-07,***,Cholesterol to Total-Lipids in IDL percentage
PC,0.83 [0.78-0.88],3.777e-04,***,Phosphatidylcholines
Total-P,0.83 [0.78-0.88],9.439e-04,***,Total-Concentration of Lipoprotein Particles
Cholines,0.82 [0.78-0.88],9.801e-05,***,Total-Cholines
XL-VLDL-P,0.82 [0.77-0.88],5.915e-04,***,Concentration of Very Large VLDL Particles
VLDL-TG,0.82 [0.77-0.87],9.724e-05,***,Triglycerides in VLDL
XL-VLDL-PL,0.82 [0.77-0.87],2.391e-04,***,Phospholipids in Very Large VLDL
XL-VLDL-L,0.82 [0.77-0.87],1.234e-04,***,Total-Lipids in Very Large VLDL
S-HDL-PL,0.82 [0.77-0.87],8.433e-06,***,Phospholipids in Small HDL
IDL-PL,0.81 [0.77-0.86],2.303e-06,***,Phospholipids in IDL
XL-VLDL-FC,0.81 [0.76-0.87],3.142e-05,***,Free Cholesterol in Very Large VLDL
Total-FA,0.81 [0.77-0.86],8.207e-07,***,Total-Fatty Acids
ApoB/ApoA1,0.81 [0.76-0.86],1.112e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
Total-PL,0.81 [0.76-0.86],6.242e-07,***,Total-Phospholipids in Lipoprotein Particles
IDL-FC,0.81 [0.76-0.86],2.316e-07,***,Free Cholesterol in IDL
His,0.81 [0.76-0.85],2.978e-07,***,Histidine
XL-HDL-C%,0.80 [0.76-0.86],2.552e-06,***,Cholesterol to Total-Lipids in Very Large HDL percentage
