Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,2.26 [2.13-2.41],5.071e-144,***,Creatinine
IDL-TG%,1.61 [1.50-1.74],2.366e-30,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.60 [1.49-1.73],3.584e-30,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.56 [1.45-1.68],2.692e-28,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.52 [1.40-1.65],5.217e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.51 [1.40-1.63],1.612e-19,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.49 [1.38-1.61],1.760e-18,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.48 [1.36-1.61],1.277e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.42 [1.30-1.54],1.299e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.40 [1.30-1.51],1.261e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.33 [1.22-1.46],7.835e-05,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-TG%,1.33 [1.22-1.45],1.928e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.32 [1.22-1.43],2.379e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.31 [1.19-1.45],0.032,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
GlycA,1.31 [1.21-1.42],3.200e-05,***,Glycoprotein Acetyls
L-HDL-PL%,1.29 [1.20-1.39],6.090e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.29 [1.19-1.40],5.718e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
MUFA%,1.29 [1.18-1.40],0.002,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG%,1.26 [1.16-1.38],0.030,*,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-FC%,0.82 [0.77-0.88],0.003,**,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-CE%,0.81 [0.76-0.88],0.010,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
LA%,0.81 [0.75-0.87],0.015,*,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.81 [0.75-0.87],0.003,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA,0.81 [0.74-0.87],0.040,*,Saturated Fatty Acids
Unsaturation,0.80 [0.74-0.87],0.031,*,Degree of Unsaturation
M-LDL-CE%,0.80 [0.74-0.87],0.010,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.80 [0.75-0.85],3.976e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.80 [0.75-0.86],3.288e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.80 [0.75-0.85],9.325e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-P,0.80 [0.74-0.87],0.047,*,Concentration of Very Small VLDL Particles
VLDL-FC,0.80 [0.73-0.87],0.023,*,Free Cholesterol in VLDL
S-HDL-C%,0.79 [0.74-0.86],5.663e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.79 [0.74-0.85],1.180e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-3,0.79 [0.73-0.86],0.027,*,Omega-3 Fatty Acids
M-VLDL-CE%,0.79 [0.75-0.84],1.340e-09,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-PL,0.79 [0.72-0.86],0.027,*,Phospholipids in Medium HDL
Total-FA,0.79 [0.73-0.85],8.853e-04,***,Total-Fatty Acids
XS-VLDL-FC,0.78 [0.72-0.85],0.004,**,Free Cholesterol in Very Small VLDL
M-HDL-C%,0.78 [0.72-0.84],6.639e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-VLDL-C%,0.78 [0.71-0.85],0.011,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-C%,0.78 [0.73-0.83],5.151e-08,***,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-CE%,0.78 [0.72-0.84],3.683e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-VLDL-CE%,0.78 [0.71-0.85],0.002,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-HDL-PL,0.77 [0.71-0.84],2.963e-04,***,Phospholipids in Small HDL
S-VLDL-PL,0.77 [0.71-0.84],4.317e-04,***,Phospholipids in Small VLDL
S-VLDL-C,0.77 [0.71-0.84],3.520e-04,***,Cholesterol in Small VLDL
M-HDL-L,0.77 [0.70-0.84],6.346e-04,***,Total-Lipids in Medium HDL
M-VLDL-L,0.76 [0.70-0.83],2.008e-05,***,Total-Lipids in Medium VLDL
M-VLDL-C%,0.76 [0.71-0.81],1.944e-10,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-L,0.76 [0.68-0.84],0.042,*,Total-Lipids in Large HDL
S-HDL-L,0.76 [0.70-0.82],3.949e-06,***,Total-Lipids in Small HDL
VLDL-C,0.76 [0.70-0.82],2.275e-06,***,VLDL Cholesterol
XL-HDL-C,0.76 [0.68-0.84],0.040,*,Cholesterol in Very Large HDL
XL-HDL-CE%,0.75 [0.70-0.81],4.143e-10,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-VLDL-FC%,0.75 [0.70-0.81],4.481e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.75 [0.70-0.80],8.703e-11,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.74 [0.69-0.80],2.501e-10,***,Cholesterol to Total-Lipids in Small VLDL percentage
HDL-PL,0.74 [0.68-0.82],7.609e-05,***,Phospholipids in HDL
L-HDL-FC,0.74 [0.66-0.83],0.022,*,Free Cholesterol in Large HDL
L-HDL-P,0.74 [0.66-0.83],0.032,*,Concentration of Large HDL Particles
M-HDL-P,0.74 [0.68-0.81],6.557e-05,***,Concentration of Medium HDL Particles
XL-HDL-CE,0.74 [0.66-0.82],0.008,**,Cholesteryl Esters in Very Large HDL
DHA,0.74 [0.67-0.80],5.745e-06,***,Docosahexaenoic Acid
S-HDL-FC,0.74 [0.68-0.80],1.011e-07,***,Free Cholesterol in Small HDL
M-VLDL-P,0.73 [0.67-0.80],3.948e-07,***,Concentration of Medium VLDL Particles
M-HDL-CE,0.73 [0.67-0.80],4.601e-06,***,Cholesteryl Esters in Medium HDL
VLDL-CE,0.73 [0.67-0.79],1.395e-08,***,Cholesteryl Esters in VLDL
L-HDL-C,0.73 [0.66-0.81],0.002,**,Cholesterol in Large HDL
L-HDL-CE,0.73 [0.66-0.81],0.003,**,Cholesteryl Esters in Large HDL
