Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.76 [1.65-1.88],3.221e-60,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.73 [1.65-1.81],6.386e-111,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.70 [1.61-1.78],4.589e-92,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.68 [1.60-1.77],2.350e-85,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,1.68 [1.61-1.75],2.628e-118,***,Triglycerides to Total-Lipids in IDL percentage
Glu-lactate,1.65 [1.59-1.72],9.668e-134,***,Glucose-lactate
L-LDL-TG%,1.63 [1.56-1.70],5.685e-109,***,Triglycerides to Total-Lipids in Large LDL percentage
Glu,1.58 [1.51-1.65],1.622e-88,***,Glucose
M-LDL-TG%,1.57 [1.51-1.64],2.049e-97,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.53 [1.47-1.59],1.793e-84,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.53 [1.46-1.60],1.784e-69,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.51 [1.45-1.58],1.436e-73,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.44 [1.38-1.51],1.469e-52,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.41 [1.35-1.48],1.360e-38,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.41 [1.34-1.48],9.881e-37,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.39 [1.33-1.46],9.843e-37,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.37 [1.31-1.43],5.482e-35,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Sc-ala,1.35 [1.29-1.41],4.923e-36,***,Spectrometer-corrected alanine
L-HDL-TG%,1.33 [1.27-1.40],2.194e-27,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.32 [1.25-1.39],2.069e-22,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.31 [1.25-1.37],3.459e-21,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.30 [1.23-1.36],2.211e-19,***,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-PL%,1.29 [1.24-1.35],5.242e-24,***,Phospholipids to Total-Lipids in IDL percentage
VLDL-size,1.29 [1.23-1.35],3.601e-18,***,Average Diameter for VLDL Particles
Ala,1.27 [1.22-1.33],2.834e-21,***,Alanine
GlycA,1.25 [1.19-1.31],5.774e-15,***,Glycoprotein Acetyls
S-HDL-TG,1.24 [1.19-1.30],1.520e-16,***,Triglycerides in Small HDL
XL-VLDL-TG,1.22 [1.17-1.27],9.080e-14,***,Triglycerides in Very Large VLDL
XXL-VLDL-TG,1.22 [1.17-1.27],2.971e-14,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.21 [1.15-1.26],1.019e-11,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.20 [1.15-1.25],7.239e-12,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.20 [1.15-1.25],3.838e-12,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
Val,1.20 [1.15-1.25],1.511e-09,***,Valine
XXL-VLDL-TG%,1.19 [1.13-1.26],3.090e-04,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,1.19 [1.13-1.26],7.693e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
Lactate,1.19 [1.13-1.24],1.364e-07,***,Lactate
S-VLDL-TG,1.19 [1.13-1.24],1.151e-08,***,Triglycerides in Small VLDL
VLDL-TG,1.18 [1.13-1.24],1.087e-07,***,Triglycerides in VLDL
Total-TG,1.18 [1.13-1.23],4.317e-07,***,Total-Triglycerides
XXL-VLDL-FC,1.17 [1.12-1.23],6.947e-08,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG,1.17 [1.12-1.22],4.964e-07,***,Triglycerides in Very Small VLDL
Total-BCAA,1.16 [1.11-1.22],1.927e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-L,1.16 [1.11-1.21],2.119e-05,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.16 [1.11-1.21],1.432e-05,***,Concentration of Very Large VLDL Particles
S-LDL-TG,1.16 [1.11-1.20],3.545e-06,***,Triglycerides in Small LDL
L-VLDL-TG,1.15 [1.10-1.21],8.767e-05,***,Triglycerides in Large VLDL
S-HDL-PL%,1.15 [1.10-1.20],0.003,**,Phospholipids to Total-Lipids in Small HDL percentage
SFA%,1.15 [1.10-1.20],4.419e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-TG,1.14 [1.09-1.19],0.002,**,Triglycerides in HDL
XXL-VLDL-C,1.14 [1.09-1.19],0.003,**,Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-PL%,1.14 [1.08-1.19],0.020,*,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG,1.14 [1.09-1.18],9.629e-04,***,Triglycerides in Medium LDL
M-HDL-TG,1.13 [1.08-1.18],0.016,*,Triglycerides in Medium HDL
Leu,1.13 [1.08-1.18],0.034,*,Leucine
XL-HDL-PL%,0.88 [0.85-0.92],0.002,**,Phospholipids to Total-Lipids in Very Large HDL percentage
Gln,0.88 [0.84-0.92],0.023,*,Glutamine
M-VLDL-L,0.88 [0.84-0.92],0.014,*,Total-Lipids in Medium VLDL
L-LDL-PL%,0.88 [0.84-0.92],0.003,**,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.87 [0.83-0.91],0.001,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-FC,0.87 [0.83-0.91],5.120e-04,***,Free Cholesterol in Small HDL
DHA,0.86 [0.82-0.91],0.004,**,Docosahexaenoic Acid
S-HDL-P,0.85 [0.81-0.89],2.470e-06,***,Concentration of Small HDL Particles
XS-VLDL-PL,0.85 [0.81-0.89],2.340e-06,***,Phospholipids in Very Small VLDL
M-HDL-L,0.85 [0.81-0.89],2.343e-05,***,Total-Lipids in Medium HDL
XL-VLDL-PL%,0.84 [0.80-0.87],6.688e-11,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
ApoB/ApoA1,0.84 [0.80-0.88],3.563e-08,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-PL,0.84 [0.80-0.88],3.987e-08,***,Phospholipids in Small VLDL
S-HDL-C,0.84 [0.80-0.88],9.411e-09,***,Cholesterol in Small HDL
S-HDL-CE,0.83 [0.79-0.87],3.166e-09,***,Cholesteryl Esters in Small HDL
S-LDL-CE%,0.83 [0.79-0.86],1.861e-11,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-VLDL-CE,0.82 [0.78-0.86],3.986e-10,***,Cholesteryl Esters in Small VLDL
M-VLDL-P,0.82 [0.78-0.86],1.181e-10,***,Concentration of Medium VLDL Particles
VLDL-C,0.81 [0.78-0.85],6.285e-13,***,VLDL Cholesterol
M-HDL-P,0.81 [0.77-0.85],1.130e-09,***,Concentration of Medium HDL Particles
S-HDL-CE%,0.80 [0.77-0.84],2.763e-18,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-PL,0.80 [0.77-0.84],5.671e-14,***,Phospholipids in Medium VLDL
XXL-VLDL-FC%,0.80 [0.76-0.85],1.087e-09,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-PL,0.80 [0.76-0.85],1.639e-10,***,Phospholipids in HDL
XS-VLDL-L,0.80 [0.76-0.84],1.580e-14,***,Total-Lipids in Very Small VLDL
S-VLDL-C,0.80 [0.76-0.84],3.989e-15,***,Cholesterol in Small VLDL
XS-VLDL-P,0.80 [0.76-0.83],4.186e-15,***,Concentration of Very Small VLDL Particles
S-HDL-FC%,0.79 [0.75-0.83],1.401e-14,***,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-CE%,0.79 [0.76-0.82],6.265e-23,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Phosphoglyc,0.79 [0.75-0.83],2.686e-17,***,Phosphoglycerides
M-HDL-CE,0.79 [0.75-0.83],7.965e-14,***,Cholesteryl Esters in Medium HDL
S-LDL-FC%,0.79 [0.76-0.82],2.506e-31,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-C,0.79 [0.75-0.83],2.766e-14,***,Cholesterol in Medium HDL
Gly,0.78 [0.74-0.83],1.508e-12,***,Glycine
XL-HDL-CE%,0.78 [0.75-0.81],1.442e-27,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-FC,0.78 [0.74-0.82],5.576e-14,***,Free Cholesterol in Medium HDL
ApoA1,0.78 [0.74-0.82],3.231e-16,***,Apolipoprotein A1
S-LDL-P,0.78 [0.74-0.81],4.833e-20,***,Concentration of Small LDL Particles
L-HDL-FC%,0.77 [0.74-0.80],3.187e-40,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-L,0.77 [0.74-0.80],7.717e-26,***,Total-Lipids in Lipoprotein Particles
XS-VLDL-FC,0.77 [0.73-0.81],1.999e-20,***,Free Cholesterol in Very Small VLDL
LDL-size,0.77 [0.74-0.80],5.583e-27,***,Average Diameter for LDL Particles
PC,0.77 [0.73-0.81],9.866e-22,***,Phosphatidylcholines
PUFA,0.77 [0.73-0.80],1.033e-23,***,Polyunsaturated Fatty Acids
S-LDL-PL,0.77 [0.73-0.80],1.211e-23,***,Phospholipids in Small LDL
M-LDL-CE,0.77 [0.73-0.80],8.338e-24,***,Cholesteryl Esters in Medium LDL
IDL-FC%,0.77 [0.74-0.80],8.518e-33,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-C%,0.76 [0.73-0.80],1.331e-29,***,Cholesterol to Total-Lipids in Small HDL percentage
HDL-P,0.76 [0.73-0.80],1.067e-19,***,Concentration of HDL Particles
M-LDL-P,0.76 [0.73-0.80],7.119e-23,***,Concentration of Medium LDL Particles
M-VLDL-FC,0.76 [0.73-0.80],4.701e-23,***,Free Cholesterol in Medium VLDL
S-LDL-L,0.76 [0.73-0.80],1.226e-25,***,Total-Lipids in Small LDL
S-VLDL-FC,0.76 [0.72-0.80],1.607e-23,***,Free Cholesterol in Small VLDL
VLDL-CE,0.76 [0.72-0.80],2.727e-25,***,Cholesteryl Esters in VLDL
M-LDL-L,0.76 [0.72-0.79],2.464e-27,***,Total-Lipids in Medium LDL
XS-VLDL-FC%,0.76 [0.73-0.79],1.937e-42,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-L,0.76 [0.72-0.80],2.366e-19,***,Total-Lipids in HDL
S-LDL-CE,0.76 [0.72-0.79],5.193e-26,***,Cholesteryl Esters in Small LDL
Unsaturation,0.75 [0.72-0.79],1.179e-26,***,Degree of Unsaturation
XXL-VLDL-CE%,0.75 [0.72-0.79],9.810e-25,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL,0.75 [0.72-0.79],1.477e-27,***,Phospholipids in Medium LDL
Omega-6%,0.75 [0.72-0.78],3.246e-35,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.75 [0.72-0.78],1.787e-34,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6,0.75 [0.71-0.78],3.945e-30,***,Omega-6 Fatty Acids
M-HDL-C%,0.74 [0.71-0.78],1.421e-35,***,Cholesterol to Total-Lipids in Medium HDL percentage
Cholines,0.74 [0.71-0.78],7.966e-30,***,Total-Cholines
L-HDL-CE%,0.74 [0.72-0.77],1.590e-56,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA,0.74 [0.71-0.77],6.477e-34,***,Linoleic Acid
M-LDL-C,0.74 [0.71-0.77],3.189e-32,***,Cholesterol in Medium LDL
Total-PL,0.74 [0.70-0.77],4.378e-33,***,Total-Phospholipids in Lipoprotein Particles
XXL-VLDL-C%,0.73 [0.70-0.78],5.918e-24,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-P,0.73 [0.70-0.77],3.469e-28,***,Total-Concentration of Lipoprotein Particles
S-LDL-C,0.73 [0.70-0.77],9.556e-34,***,Cholesterol in Small LDL
M-LDL-FC%,0.73 [0.70-0.76],1.045e-49,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-size,0.73 [0.68-0.77],1.271e-18,***,Average Diameter for HDL Particles
LDL-P,0.72 [0.69-0.76],1.352e-33,***,Concentration of LDL Particles
ApoB,0.72 [0.69-0.76],2.698e-38,***,Apolipoprotein B
L-HDL-C%,0.72 [0.70-0.75],4.469e-66,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-PL,0.72 [0.68-0.77],8.398e-20,***,Phospholipids in Large HDL
LDL-CE,0.72 [0.68-0.75],2.603e-43,***,Cholesteryl Esters in LDL
LDL-L,0.71 [0.68-0.75],6.995e-46,***,Total-Lipids in LDL
M-VLDL-CE%,0.71 [0.69-0.73],5.128e-104,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
PUFA/MUFA,0.71 [0.68-0.75],2.548e-39,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-P,0.71 [0.67-0.74],9.236e-39,***,Concentration of Large LDL Particles
M-HDL-FC%,0.70 [0.67-0.73],7.444e-50,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
LDL-PL,0.70 [0.67-0.73],1.101e-47,***,Phospholipids in LDL
Remnant-C,0.70 [0.67-0.73],9.317e-51,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.70 [0.67-0.73],4.535e-52,***,LDL Cholesterol
Non-HDL-C,0.70 [0.67-0.73],1.118e-54,***,Total-Cholesterol Minus HDL-C
S-LDL-FC,0.69 [0.66-0.73],4.894e-48,***,Free Cholesterol in Small LDL
S-VLDL-CE%,0.69 [0.67-0.72],4.953e-66,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-CE,0.69 [0.66-0.72],1.457e-51,***,Cholesteryl Esters in Large LDL
