Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.19 [1.16-1.22],3.568e-26,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.18 [1.14-1.22],2.829e-19,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.18 [1.14-1.21],7.804e-23,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.17 [1.13-1.21],6.848e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.16 [1.13-1.19],6.308e-19,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.16 [1.12-1.19],5.780e-16,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.15 [1.12-1.18],2.512e-15,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.14 [1.11-1.18],5.228e-12,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.14 [1.11-1.18],7.292e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.14 [1.10-1.17],1.594e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-HDL-TG%,1.14 [1.10-1.17],1.046e-10,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,1.13 [1.10-1.16],3.348e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.13 [1.09-1.16],7.434e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.12 [1.09-1.16],2.685e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,1.12 [1.09-1.15],2.202e-08,***,Triglycerides in Small HDL
M-HDL-TG%,1.11 [1.08-1.15],1.355e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
GlycA,1.11 [1.08-1.15],4.902e-06,***,Glycoprotein Acetyls
TG/PG,1.11 [1.08-1.15],1.838e-05,***,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG%,1.11 [1.07-1.14],2.039e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG,1.10 [1.07-1.13],7.798e-06,***,Triglycerides in Very Small VLDL
L-VLDL-PL%,1.10 [1.06-1.14],0.004,**,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG,1.10 [1.07-1.13],1.759e-05,***,Triglycerides in Medium HDL
HDL-TG,1.09 [1.06-1.12],2.010e-04,***,Triglycerides in HDL
S-VLDL-TG,1.09 [1.06-1.12],6.794e-04,***,Triglycerides in Small VLDL
IDL-PL%,1.09 [1.06-1.12],0.002,**,Phospholipids to Total-Lipids in IDL percentage
IDL-TG,1.09 [1.06-1.12],0.002,**,Triglycerides in IDL
MUFA,1.09 [1.05-1.12],0.022,*,Monounsaturated Fatty Acids
Total-TG,1.08 [1.05-1.12],0.030,*,Total-Triglycerides
XL-VLDL-TG,1.08 [1.05-1.12],0.025,*,Triglycerides in Very Large VLDL
LDL-TG,1.08 [1.05-1.11],0.045,*,Triglycerides in LDL
L-LDL-PL,0.92 [0.90-0.95],0.027,*,Phospholipids in Large LDL
Total-C,0.92 [0.90-0.95],0.033,*,Total-Cholesterol
M-LDL-FC,0.92 [0.90-0.95],0.012,*,Free Cholesterol in Medium LDL
Total-CE,0.92 [0.89-0.95],0.012,*,Total-Esterified Cholesterol
Clinical LDL-C,0.92 [0.89-0.94],0.001,**,Clinical LDL Cholesterol
IDL-L,0.92 [0.89-0.94],0.001,**,Total-Lipids in IDL
M-VLDL-CE,0.91 [0.89-0.94],8.962e-04,***,Cholesteryl Esters in Medium VLDL
XL-HDL-CE%,0.91 [0.89-0.94],1.429e-04,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-FC,0.91 [0.89-0.94],2.156e-04,***,Free Cholesterol in Small LDL
L-VLDL-CE%,0.91 [0.89-0.94],0.001,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,0.91 [0.89-0.94],3.202e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-CE%,0.91 [0.89-0.94],3.339e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
LDL-FC,0.91 [0.88-0.94],5.306e-05,***,Free Cholesterol in LDL
L-HDL-P,0.91 [0.88-0.94],0.049,*,Concentration of Large HDL Particles
L-HDL-FC,0.91 [0.88-0.94],0.029,*,Free Cholesterol in Large HDL
XL-HDL-PL,0.91 [0.88-0.94],0.012,*,Phospholipids in Very Large HDL
XL-VLDL-FC%,0.91 [0.88-0.93],1.370e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC,0.91 [0.88-0.93],1.530e-05,***,Free Cholesterol in Large LDL
L-HDL-FC%,0.90 [0.88-0.93],1.053e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
IDL-CE,0.90 [0.88-0.93],3.858e-06,***,Cholesteryl Esters in IDL
IDL-C,0.90 [0.87-0.93],8.667e-07,***,Cholesterol in IDL
M-HDL-CE%,0.90 [0.87-0.93],2.142e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,0.90 [0.87-0.93],1.499e-07,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.90 [0.87-0.92],1.043e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,0.90 [0.87-0.93],1.993e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-C%,0.90 [0.87-0.92],1.081e-08,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC,0.90 [0.87-0.92],2.589e-07,***,Free Cholesterol in IDL
XL-HDL-P,0.90 [0.87-0.93],1.766e-04,***,Concentration of Very Large HDL Particles
XL-HDL-L,0.90 [0.87-0.93],1.565e-04,***,Total-Lipids in Very Large HDL
