Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.18 [1.14-1.21],9.097e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.16 [1.13-1.20],1.070e-16,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-TG%,1.16 [1.13-1.19],4.763e-17,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.15 [1.11-1.18],7.410e-15,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.15 [1.11-1.18],2.654e-14,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.14 [1.10-1.17],1.153e-11,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-FC%,0.92 [0.89-0.95],0.017,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-P,0.92 [0.89-0.95],0.044,*,Concentration of Very Small VLDL Particles
LA%,0.92 [0.89-0.95],0.016,*,Linoleic Acid to Total-Fatty Acids percentage
His,0.92 [0.89-0.95],0.017,*,Histidine
XL-HDL-CE%,0.92 [0.89-0.94],0.001,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG,0.92 [0.89-0.95],0.029,*,Triglycerides in Very Large VLDL
XXL-VLDL-CE,0.92 [0.89-0.95],0.021,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
DHA,0.91 [0.89-0.94],0.011,*,Docosahexaenoic Acid
M-HDL-CE,0.91 [0.88-0.95],0.031,*,Cholesteryl Esters in Medium HDL
M-HDL-PL,0.91 [0.88-0.94],0.017,*,Phospholipids in Medium HDL
XS-VLDL-C%,0.91 [0.89-0.94],1.131e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-C,0.91 [0.88-0.94],0.012,*,Cholesterol in Medium HDL
XL-VLDL-P,0.91 [0.88-0.94],0.003,**,Concentration of Very Large VLDL Particles
HDL-C,0.91 [0.88-0.94],0.034,*,HDL Cholesterol
Total-TG,0.91 [0.88-0.94],0.001,**,Total-Triglycerides
MUFA,0.91 [0.88-0.94],6.288e-04,***,Monounsaturated Fatty Acids
M-HDL-L,0.91 [0.88-0.94],0.003,**,Total-Lipids in Medium HDL
Omega-3,0.91 [0.88-0.94],8.748e-04,***,Omega-3 Fatty Acids
HDL-L,0.91 [0.88-0.94],0.013,*,Total-Lipids in HDL
M-HDL-P,0.91 [0.88-0.94],0.004,**,Concentration of Medium HDL Particles
XL-VLDL-PL,0.91 [0.88-0.94],6.331e-04,***,Phospholipids in Very Large VLDL
M-HDL-FC,0.91 [0.88-0.94],0.003,**,Free Cholesterol in Medium HDL
XS-VLDL-CE%,0.91 [0.88-0.93],4.868e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-P,0.91 [0.88-0.93],8.722e-05,***,Concentration of Small VLDL Particles
XL-VLDL-L,0.91 [0.88-0.93],2.460e-04,***,Total-Lipids in Very Large VLDL
XS-VLDL-C,0.90 [0.88-0.93],3.852e-05,***,Cholesterol in Very Small VLDL
L-VLDL-PL,0.90 [0.88-0.93],1.134e-04,***,Phospholipids in Large VLDL
XL-VLDL-FC,0.90 [0.87-0.93],7.762e-05,***,Free Cholesterol in Very Large VLDL
VLDL-TG,0.90 [0.87-0.93],5.243e-05,***,Triglycerides in VLDL
M-HDL-FC%,0.90 [0.87-0.93],1.525e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-P,0.90 [0.87-0.93],3.394e-05,***,Concentration of Large VLDL Particles
S-VLDL-CE,0.90 [0.87-0.93],2.409e-06,***,Cholesteryl Esters in Small VLDL
XS-VLDL-CE,0.90 [0.87-0.93],2.009e-06,***,Cholesteryl Esters in Very Small VLDL
L-VLDL-FC,0.89 [0.87-0.92],2.005e-06,***,Free Cholesterol in Large VLDL
ApoA1,0.89 [0.86-0.92],1.268e-05,***,Apolipoprotein A1
S-VLDL-L,0.89 [0.87-0.92],2.336e-07,***,Total-Lipids in Small VLDL
L-VLDL-TG,0.89 [0.87-0.92],9.316e-07,***,Triglycerides in Large VLDL
VLDL-P,0.89 [0.86-0.92],9.239e-08,***,Concentration of VLDL Particles
VLDL-size,0.89 [0.86-0.92],3.358e-07,***,Average Diameter for VLDL Particles
L-VLDL-L,0.89 [0.86-0.92],1.044e-07,***,Total-Lipids in Large VLDL
S-VLDL-C,0.89 [0.86-0.92],7.803e-09,***,Cholesterol in Small VLDL
XL-VLDL-C,0.89 [0.86-0.92],5.739e-08,***,Cholesterol in Very Large VLDL
VLDL-PL,0.89 [0.86-0.91],6.450e-09,***,Phospholipids in VLDL
L-VLDL-C,0.89 [0.86-0.92],2.495e-08,***,Cholesterol in Large VLDL
SFA,0.89 [0.86-0.91],1.489e-09,***,Saturated Fatty Acids
M-VLDL-TG,0.88 [0.86-0.91],7.229e-09,***,Triglycerides in Medium VLDL
L-VLDL-CE,0.88 [0.86-0.91],2.397e-09,***,Cholesteryl Esters in Large VLDL
Albumin,0.88 [0.86-0.91],2.244e-11,***,Albumin
VLDL-L,0.88 [0.86-0.91],4.620e-10,***,Total-Lipids in VLDL
S-VLDL-PL,0.88 [0.85-0.91],9.254e-11,***,Phospholipids in Small VLDL
XL-VLDL-CE,0.88 [0.85-0.91],3.082e-10,***,Cholesteryl Esters in Very Large VLDL
VLDL-FC,0.88 [0.85-0.91],4.150e-11,***,Free Cholesterol in VLDL
S-LDL-PL,0.88 [0.85-0.90],1.805e-12,***,Phospholipids in Small LDL
VLDL-CE,0.88 [0.85-0.90],1.697e-12,***,Cholesteryl Esters in VLDL
IDL-PL,0.88 [0.85-0.90],5.939e-12,***,Phospholipids in IDL
L-LDL-CE%,0.88 [0.85-0.90],2.173e-14,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
VLDL-C,0.88 [0.85-0.90],7.901e-13,***,VLDL Cholesterol
L-LDL-P,0.87 [0.85-0.90],1.410e-12,***,Concentration of Large LDL Particles
S-VLDL-FC,0.87 [0.85-0.90],1.457e-12,***,Free Cholesterol in Small VLDL
SM,0.87 [0.85-0.90],9.605e-12,***,Sphingomyelins
IDL-P,0.87 [0.85-0.90],4.930e-13,***,Concentration of IDL Particles
IDL-FC,0.87 [0.85-0.90],2.676e-13,***,Free Cholesterol in IDL
IDL-C%,0.87 [0.85-0.90],2.708e-17,***,Cholesterol to Total-Lipids in IDL percentage
M-LDL-CE%,0.87 [0.85-0.90],1.091e-13,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-VLDL-CE,0.87 [0.85-0.90],1.218e-13,***,Cholesteryl Esters in Medium VLDL
S-LDL-P,0.87 [0.85-0.90],2.274e-13,***,Concentration of Small LDL Particles
Total-FA,0.87 [0.85-0.90],2.151e-13,***,Total-Fatty Acids
S-HDL-PL,0.87 [0.84-0.90],1.416e-13,***,Phospholipids in Small HDL
LDL-P,0.87 [0.84-0.89],7.607e-15,***,Concentration of LDL Particles
ApoB,0.87 [0.84-0.89],5.014e-16,***,Apolipoprotein B
M-LDL-C%,0.87 [0.84-0.89],2.948e-20,***,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-P,0.87 [0.84-0.89],1.427e-12,***,Concentration of HDL Particles
S-LDL-FC,0.87 [0.84-0.89],6.620e-16,***,Free Cholesterol in Small LDL
M-VLDL-C,0.87 [0.84-0.89],9.995e-16,***,Cholesterol in Medium VLDL
IDL-L,0.86 [0.84-0.89],1.783e-16,***,Total-Lipids in IDL
M-VLDL-FC,0.86 [0.84-0.89],1.480e-15,***,Free Cholesterol in Medium VLDL
