Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC,15566.77 [4955.65-48898.56],6.895e-56,***,Free Cholesterol in Very Large HDL
S-HDL-FC%,13331.62 [3884.64-45752.59],5.202e-46,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-C,5362.33 [1842.12-15609.51],2.031e-50,***,Cholesterol in Very Large HDL
XL-HDL-P,4766.22 [1328.73-17096.63],3.947e-33,***,Concentration of Very Large HDL Particles
XL-HDL-CE,3186.85 [1183.63-8580.43],7.030e-52,***,Cholesteryl Esters in Very Large HDL
XL-HDL-L,2558.37 [1113.46-5878.33],7.861e-71,***,Total-Lipids in Very Large HDL
XL-HDL-PL,1448.69 [663.89-3161.24],3.509e-69,***,Phospholipids in Very Large HDL
L-HDL-FC,1331.41 [377.65-4693.91],1.385e-23,***,Free Cholesterol in Large HDL
L-HDL-P,1244.09 [329.87-4692.05],2.090e-20,***,Concentration of Large HDL Particles
L-HDL-C,917.71 [316.01-2665.07],1.345e-30,***,Cholesterol in Large HDL
L-HDL-CE,909.66 [314.01-2635.22],1.147e-30,***,Cholesteryl Esters in Large HDL
DHA,874.71 [239.92-3189.08],3.135e-19,***,Docosahexaenoic Acid
L-HDL-PL,872.12 [291.14-2612.50],3.377e-28,***,Phospholipids in Large HDL
Gln,842.85 [262.47-2706.64],3.268e-24,***,Glutamine
M-HDL-FC%,806.05 [223.06-2912.69],5.456e-19,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,805.20 [271.51-2387.90],4.990e-28,***,Total-Lipids in Large HDL
HDL-CE,687.02 [204.67-2306.16],1.214e-20,***,Cholesteryl Esters in HDL
HDL-C,680.39 [205.88-2248.54],3.277e-21,***,HDL Cholesterol
HDL-FC,640.94 [175.12-2345.82],4.936e-17,***,Free Cholesterol in HDL
M-HDL-C%,318.91 [84.68-1201.05],4.821e-12,***,Cholesterol to Total-Lipids in Medium HDL percentage
Gly,312.95 [80.25-1220.34],3.886e-11,***,Glycine
LDL-size,209.79 [53.58-821.44],4.977e-09,***,Average Diameter for LDL Particles
HDL-size,201.70 [71.44-569.43],3.727e-18,***,Average Diameter for HDL Particles
HDL-L,190.58 [73.10-496.82],2.027e-21,***,Total-Lipids in HDL
M-HDL-CE%,116.81 [30.43-448.38],1.223e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
DHA%,112.46 [30.13-419.81],6.415e-07,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-VLDL-CE%,108.72 [27.89-423.72],4.330e-06,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
