Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
TG/PG,1.14 [1.09-1.19],0.001,**,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC%,1.13 [1.08-1.18],0.046,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.12 [1.08-1.17],0.034,*,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.12 [1.07-1.17],0.023,*,Triglycerides to Total-Lipids in Small HDL percentage
Gly,1.11 [1.07-1.15],0.023,*,Glycine
M-HDL-L,0.89 [0.86-0.93],0.035,*,Total-Lipids in Medium HDL
M-HDL-P,0.89 [0.85-0.93],0.012,*,Concentration of Medium HDL Particles
ApoA1,0.89 [0.85-0.93],0.013,*,Apolipoprotein A1
M-HDL-FC,0.88 [0.85-0.92],0.005,**,Free Cholesterol in Medium HDL
HDL-PL,0.88 [0.84-0.92],0.004,**,Phospholipids in HDL
M-HDL-FC%,0.88 [0.84-0.92],0.003,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-C,0.88 [0.84-0.92],4.692e-04,***,Cholesterol in Medium HDL
M-HDL-CE,0.88 [0.84-0.91],3.875e-04,***,Cholesteryl Esters in Medium HDL
HDL-L,0.88 [0.84-0.91],7.820e-04,***,Total-Lipids in HDL
HDL-FC,0.87 [0.84-0.91],0.001,**,Free Cholesterol in HDL
HDL-size,0.87 [0.83-0.91],9.099e-04,***,Average Diameter for HDL Particles
L-HDL-FC,0.87 [0.83-0.91],2.611e-04,***,Free Cholesterol in Large HDL
L-HDL-P,0.86 [0.83-0.91],1.762e-04,***,Concentration of Large HDL Particles
HDL-C,0.86 [0.82-0.90],1.784e-05,***,HDL Cholesterol
HDL-CE,0.86 [0.82-0.90],1.098e-05,***,Cholesteryl Esters in HDL
L-HDL-PL,0.86 [0.82-0.90],1.529e-05,***,Phospholipids in Large HDL
L-HDL-C,0.86 [0.82-0.90],2.273e-05,***,Cholesterol in Large HDL
L-HDL-CE,0.86 [0.82-0.90],2.092e-05,***,Cholesteryl Esters in Large HDL
L-HDL-L,0.86 [0.82-0.90],1.318e-05,***,Total-Lipids in Large HDL
