Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2303,0.2256,Glycoprotein Acetyls
PUFA/MUFA,0.0667,0.2248,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Albumin,0.2135,0.1474,Albumin
LA%,0.0723,0.1146,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0820,0.0450,Valine
LA,0.0518,0.0366,Linoleic Acid
MUFA%,0.0153,0.0282,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE,0.0388,0.0259,Cholesteryl Esters in IDL
L-HDL-CE,0.0260,0.0245,Cholesteryl Esters in Large HDL
L-HDL-PL%,0.0217,0.0196,Phospholipids to Total-Lipids in Large HDL percentage
Glu-lactate,0.0327,0.0176,Glucose-lactate
M-HDL-PL%,0.0285,0.0174,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-P,0.0213,0.0103,Concentration of IDL Particles
Citrate,0.0200,0.0103,Citrate
Total-BCAA,0.0155,0.0087,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-C%,0.0033,0.0071,Cholesterol to Total-Lipids in Large HDL percentage
IDL-C,0.0103,0.0068,Cholesterol in IDL
L-LDL-TG%,0.0083,0.0048,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-CE,0.0053,0.0041,Cholesteryl Esters in Medium VLDL
Leu,0.0058,0.0030,Leucine
Creatinine,0.0062,0.0028,Creatinine
L-LDL-C%,0.0045,0.0027,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-C,0.0018,0.0023,Cholesterol in Very Large HDL
XL-HDL-FC%,0.0032,0.0021,Free Cholesterol to Total-Lipids in Very Large HDL percentage
3-Hydroxybutyrate,0.0045,0.0019,3-Hydroxybutyrate
XL-HDL-CE,0.0010,0.0012,Cholesteryl Esters in Very Large HDL
PUFA%,0.0012,0.0010,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,0.0012,0.0007,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-FC,0.0012,0.0006,Free Cholesterol in Very Large HDL
Glu,0.0013,0.0005,Glucose
Omega-6%,0.0015,0.0005,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Ile,0.0007,0.0003,Isoleucine
HDL-size,0.0003,0.0002,Average Diameter for HDL Particles
S-HDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in Small HDL percentage
Phe,0.0005,0.0002,Phenylalanine
S-LDL-CE%,0.0003,0.0002,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-P,0.0002,0.0001,Concentration of Large HDL Particles
Tyr,0.0002,8.7636e-05,Tyrosine
S-LDL-PL%,0.0002,6.1836e-05,Phospholipids to Total-Lipids in Small LDL percentage
