Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.3265,0.2525,Glycoprotein Acetyls
IDL-TG%,0.0555,0.1999,Triglycerides to Total-Lipids in IDL percentage
Albumin,0.2105,0.1325,Albumin
LA%,0.0762,0.1306,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0462,0.1283,Triglycerides to Total-Lipids in Large LDL percentage
LA,0.0685,0.0534,Linoleic Acid
Val,0.0568,0.0260,Valine
Total-BCAA,0.0410,0.0193,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.0222,0.0083,Leucine
VLDL-CE,0.0133,0.0059,Cholesteryl Esters in VLDL
IDL-CE%,0.0080,0.0057,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0122,0.0057,Glucose-lactate
S-LDL-C%,0.0105,0.0054,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6%,0.0077,0.0044,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0078,0.0040,Creatinine
Total-CE,0.0042,0.0020,Total-Esterified Cholesterol
XS-VLDL-PL%,0.0047,0.0018,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0017,0.0014,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C,0.0017,0.0013,Cholesterol in Small LDL
Omega-6,0.0028,0.0013,Omega-6 Fatty Acids
XS-VLDL-CE%,0.0025,0.0012,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
VLDL-C,0.0015,0.0012,VLDL Cholesterol
IDL-C%,0.0018,0.0009,Cholesterol to Total-Lipids in IDL percentage
IDL-P,0.0013,0.0008,Concentration of IDL Particles
XXL-VLDL-CE,0.0018,0.0008,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,0.0017,0.0008,Cholesterol in Chylomicrons and Extremely Large VLDL
Gly,0.0023,0.0008,Glycine
S-HDL-CE,0.0013,0.0007,Cholesteryl Esters in Small HDL
Glu,0.0012,0.0006,Glucose
Gln,0.0015,0.0005,Glutamine
S-LDL-CE%,0.0012,0.0005,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-FC,0.0005,0.0004,Free Cholesterol in Medium LDL
Tyr,0.0007,0.0002,Tyrosine
VLDL-size,0.0005,0.0002,Average Diameter for VLDL Particles
Total-PL,0.0005,0.0002,Total-Phospholipids in Lipoprotein Particles
Total-P,0.0003,0.0001,Total-Concentration of Lipoprotein Particles
3-Hydroxybutyrate,0.0003,0.0001,3-Hydroxybutyrate
Unsaturation,0.0003,0.0001,Degree of Unsaturation
ApoB/ApoA1,0.0003,9.4302e-05,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-TG%,0.0002,6.6358e-05,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-P,0.0002,5.1589e-05,Concentration of Medium VLDL Particles
S-HDL-PL,0.0002,4.8488e-05,Phospholipids in Small HDL
