Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0985,0.0677,Creatinine
XXL-VLDL-PL%,0.0912,0.0608,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0852,0.0568,Linoleic Acid to Total-Fatty Acids percentage
Acetate,0.0460,0.0518,Acetate
Pyruvate,0.0272,0.0426,Pyruvate
Citrate,0.0235,0.0389,Citrate
Leu,0.0503,0.0356,Leucine
Gly,0.0257,0.0337,Glycine
IDL-PL%,0.0285,0.0325,Phospholipids to Total-Lipids in IDL percentage
Acetone,0.0338,0.0324,Acetone
MUFA%,0.0370,0.0269,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0285,0.0268,Alanine
XL-HDL-FC%,0.0278,0.0267,Free Cholesterol to Total-Lipids in Very Large HDL percentage
LDL-size,0.0112,0.0251,Average Diameter for LDL Particles
L-LDL-PL%,0.0142,0.0237,Phospholipids to Total-Lipids in Large LDL percentage
Lactate,0.0153,0.0236,Lactate
GlycA,0.0215,0.0227,Glycoprotein Acetyls
His,0.0182,0.0203,Histidine
IDL-TG,0.0227,0.0182,Triglycerides in IDL
Albumin,0.0152,0.0173,Albumin
Phe,0.0152,0.0173,Phenylalanine
PUFA%,0.0080,0.0172,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0088,0.0144,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC%,0.0132,0.0143,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0178,0.0142,Glucose
L-LDL-CE%,0.0108,0.0140,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Sc-ala,0.0098,0.0135,Spectrometer-corrected alanine
Gln,0.0127,0.0122,Glutamine
Phosphoglyc,0.0098,0.0118,Phosphoglycerides
L-VLDL-PL%,0.0172,0.0108,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,0.0122,0.0106,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-C%,0.0087,0.0101,Cholesterol to Total-Lipids in IDL percentage
Omega-3%,0.0040,0.0094,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-CE%,0.0037,0.0086,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
DHA%,0.0057,0.0083,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0103,0.0079,Cholesterol to Total-Lipids in Large LDL percentage
Glu-lactate,0.0062,0.0067,Glucose-lactate
Ile,0.0062,0.0065,Isoleucine
Omega-6%,0.0062,0.0064,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0047,0.0059,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-PL%,0.0035,0.0057,Phospholipids to Total-Lipids in Very Small VLDL percentage
HDL-L,0.0033,0.0056,Total-Lipids in HDL
XS-VLDL-TG,0.0075,0.0051,Triglycerides in Very Small VLDL
XXL-VLDL-C%,0.0043,0.0051,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
3-Hydroxybutyrate,0.0027,0.0047,3-Hydroxybutyrate
S-LDL-C%,0.0040,0.0046,Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-TG,0.0043,0.0041,Triglycerides in Medium HDL
M-LDL-TG,0.0028,0.0040,Triglycerides in Medium LDL
IDL-FC%,0.0033,0.0040,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-CE%,0.0050,0.0039,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-PL%,0.0037,0.0038,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,0.0025,0.0036,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Tyr,0.0037,0.0031,Tyrosine
XS-VLDL-FC%,0.0028,0.0030,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-FA,0.0025,0.0030,Total-Fatty Acids
XL-HDL-C%,0.0010,0.0029,Cholesterol to Total-Lipids in Very Large HDL percentage
Acetoacetate,0.0027,0.0027,Acetoacetate
HDL-size,0.0045,0.0027,Average Diameter for HDL Particles
SFA%,0.0030,0.0026,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-FC,0.0025,0.0026,Free Cholesterol in Very Large VLDL
PUFA/MUFA,0.0027,0.0024,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-CE,0.0013,0.0022,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-CE%,0.0030,0.0021,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-LDL-C%,0.0013,0.0020,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0015,0.0016,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Val,0.0018,0.0016,Valine
XL-HDL-P,0.0005,0.0012,Concentration of Very Large HDL Particles
S-LDL-PL%,0.0010,0.0012,Phospholipids to Total-Lipids in Small LDL percentage
Omega-3,0.0008,0.0010,Omega-3 Fatty Acids
S-VLDL-TG%,0.0010,0.0010,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-PL%,0.0008,0.0010,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0008,0.0009,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-CE%,0.0013,0.0008,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
