Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.0915,0.0679,Albumin
IDL-CE%,0.0582,0.0642,Cholesteryl Esters to Total-Lipids in IDL percentage
Lactate,0.0395,0.0584,Lactate
LA%,0.0847,0.0582,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0765,0.0465,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-PL%,0.0595,0.0431,Phospholipids to Total-Lipids in IDL percentage
Phe,0.0198,0.0416,Phenylalanine
Creatinine,0.0468,0.0415,Creatinine
GlycA,0.0390,0.0323,Glycoprotein Acetyls
His,0.0300,0.0298,Histidine
Pyruvate,0.0182,0.0287,Pyruvate
Acetate,0.0155,0.0264,Acetate
Sc-ala,0.0200,0.0254,Spectrometer-corrected alanine
Gly,0.0142,0.0232,Glycine
LDL-size,0.0107,0.0229,Average Diameter for LDL Particles
M-LDL-C%,0.0242,0.0226,Cholesterol to Total-Lipids in Medium LDL percentage
Acetoacetate,0.0103,0.0222,Acetoacetate
3-Hydroxybutyrate,0.0415,0.0214,3-Hydroxybutyrate
DHA,0.0155,0.0191,Docosahexaenoic Acid
Val,0.0177,0.0189,Valine
Ala,0.0085,0.0171,Alanine
XL-HDL-C%,0.0127,0.0169,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-PL%,0.0118,0.0152,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0110,0.0151,Phospholipids to Total-Lipids in Small HDL percentage
MUFA%,0.0118,0.0142,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-P,0.0070,0.0141,Concentration of Very Large HDL Particles
Gln,0.0360,0.0132,Glutamine
Citrate,0.0092,0.0128,Citrate
S-LDL-C%,0.0122,0.0111,Cholesterol to Total-Lipids in Small LDL percentage
PUFA%,0.0093,0.0110,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0130,0.0091,Acetone
XS-VLDL-PL%,0.0132,0.0091,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-CE%,0.0073,0.0085,Cholesteryl Esters to Total-Lipids in Large LDL percentage
HDL-size,0.0050,0.0083,Average Diameter for HDL Particles
Glu,0.0117,0.0077,Glucose
L-LDL-PL%,0.0068,0.0072,Phospholipids to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0063,0.0070,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-FC%,0.0050,0.0067,Free Cholesterol to Total-Lipids in IDL percentage
DHA%,0.0020,0.0061,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-L,0.0083,0.0054,Total-Lipids in IDL
VLDL-CE,0.0048,0.0053,Cholesteryl Esters in VLDL
XL-VLDL-C,0.0058,0.0053,Cholesterol in Very Large VLDL
L-HDL-PL%,0.0042,0.0049,Phospholipids to Total-Lipids in Large HDL percentage
IDL-C%,0.0050,0.0049,Cholesterol to Total-Lipids in IDL percentage
Omega-3%,0.0073,0.0043,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.0027,0.0039,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-HDL-PL%,0.0015,0.0033,Phospholipids to Total-Lipids in Very Large HDL percentage
S-LDL-PL,0.0022,0.0031,Phospholipids in Small LDL
L-LDL-FC%,0.0017,0.0028,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0005,0.0026,Cholesterol to Total-Lipids in Large LDL percentage
Ile,0.0013,0.0025,Isoleucine
XS-VLDL-CE%,0.0020,0.0025,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-PL%,0.0017,0.0024,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-CE%,0.0015,0.0022,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Omega-6%,0.0015,0.0020,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL,0.0007,0.0017,Phospholipids in Small HDL
L-VLDL-CE%,0.0013,0.0017,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-P,0.0007,0.0016,Concentration of Large VLDL Particles
XL-HDL-FC%,0.0007,0.0015,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C%,0.0013,0.0015,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-FC%,0.0007,0.0015,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-TG,0.0013,0.0014,Triglycerides in Very Large HDL
Omega-6,0.0015,0.0011,Omega-6 Fatty Acids
M-LDL-P,0.0023,0.0011,Concentration of Medium LDL Particles
M-VLDL-TG,0.0007,0.0009,Triglycerides in Medium VLDL
L-VLDL-FC%,0.0007,0.0008,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-C%,0.0005,0.0008,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,0.0002,0.0005,Cholesterol to Total-Lipids in Large VLDL percentage
HDL-P,0.0002,0.0005,Concentration of HDL Particles
M-HDL-PL%,0.0005,0.0005,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-CE%,0.0002,0.0004,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
VLDL-size,0.0012,0.0002,Average Diameter for VLDL Particles
XXL-VLDL-C%,0.0005,0.0002,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
