Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2100,0.2491,Creatinine
Gly,0.1655,0.1846,Glycine
Omega-3,0.0780,0.1112,Omega-3 Fatty Acids
Omega-6/Omega-3,0.0907,0.0889,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ala,0.0300,0.0290,Alanine
Pyruvate,0.0420,0.0286,Pyruvate
Albumin,0.0302,0.0252,Albumin
S-HDL-PL%,0.0312,0.0227,Phospholipids to Total-Lipids in Small HDL percentage
Unsaturation,0.0125,0.0225,Degree of Unsaturation
Gln,0.0380,0.0179,Glutamine
Phe,0.0190,0.0142,Phenylalanine
His,0.0177,0.0127,Histidine
S-HDL-FC%,0.0210,0.0112,Free Cholesterol to Total-Lipids in Small HDL percentage
Tyr,0.0143,0.0108,Tyrosine
Omega-6%,0.0102,0.0106,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0097,0.0097,Phospholipids to Total-Lipids in Large LDL percentage
IDL-PL%,0.0060,0.0092,Phospholipids to Total-Lipids in IDL percentage
GlycA,0.0205,0.0091,Glycoprotein Acetyls
LDL-TG,0.0065,0.0084,Triglycerides in LDL
DHA%,0.0058,0.0069,Docosahexaenoic Acid to Total-Fatty Acids percentage
SFA%,0.0072,0.0069,Saturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0097,0.0065,Spectrometer-corrected alanine
3-Hydroxybutyrate,0.0100,0.0060,3-Hydroxybutyrate
M-VLDL-L,0.0048,0.0051,Total-Lipids in Medium VLDL
SFA,0.0033,0.0050,Saturated Fatty Acids
HDL-size,0.0050,0.0049,Average Diameter for HDL Particles
L-HDL-CE,0.0053,0.0046,Cholesteryl Esters in Large HDL
XS-VLDL-TG,0.0037,0.0041,Triglycerides in Very Small VLDL
Omega-3%,0.0023,0.0040,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,0.0037,0.0039,Docosahexaenoic Acid
L-HDL-PL%,0.0060,0.0037,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-FC,0.0035,0.0034,Free Cholesterol in Small HDL
LA%,0.0045,0.0034,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-C%,0.0030,0.0032,Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-CE%,0.0032,0.0030,Cholesteryl Esters to Total-Lipids in Large LDL percentage
TG/PG,0.0037,0.0029,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL%,0.0042,0.0028,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0018,0.0028,Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,0.0060,0.0027,Citrate
L-HDL-TG,0.0017,0.0025,Triglycerides in Large HDL
XL-HDL-FC,0.0017,0.0025,Free Cholesterol in Very Large HDL
Glu-lactate,0.0022,0.0025,Glucose-lactate
L-HDL-TG%,0.0032,0.0024,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-CE,0.0030,0.0024,Cholesteryl Esters in Small HDL
Acetoacetate,0.0045,0.0022,Acetoacetate
Acetone,0.0028,0.0021,Acetone
VLDL-size,0.0020,0.0021,Average Diameter for VLDL Particles
Val,0.0043,0.0018,Valine
XL-VLDL-TG,0.0015,0.0017,Triglycerides in Very Large VLDL
M-VLDL-PL,0.0018,0.0016,Phospholipids in Medium VLDL
M-LDL-PL%,0.0012,0.0016,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.0030,0.0015,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-CE,0.0023,0.0014,Cholesteryl Esters in Medium LDL
IDL-CE%,0.0013,0.0014,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC%,0.0018,0.0012,Free Cholesterol to Total-Lipids in IDL percentage
Lactate,0.0023,0.0012,Lactate
XS-VLDL-PL%,0.0010,0.0011,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.0010,0.0007,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-FC%,0.0013,0.0007,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0010,0.0007,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-PL%,0.0008,0.0006,Phospholipids to Total-Lipids in Small VLDL percentage
Glu,0.0008,0.0005,Glucose
MUFA%,0.0008,0.0004,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG,0.0005,0.0003,Triglycerides in Very Large HDL
Ile,0.0003,0.0003,Isoleucine
L-HDL-CE%,0.0007,0.0002,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG%,0.0003,0.0002,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,0.0002,0.0002,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL,0.0003,0.0001,Phospholipids in Very Large HDL
Acetate,0.0002,0.0001,Acetate
