Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-CE,0.0725,0.0618,Cholesteryl Esters in Very Small VLDL
Citrate,0.0507,0.0599,Citrate
Gln,0.0480,0.0520,Glutamine
Creatinine,0.0593,0.0460,Creatinine
Pyruvate,0.0308,0.0419,Pyruvate
XXL-VLDL-PL%,0.0613,0.0417,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,0.0343,0.0407,Glycoprotein Acetyls
Tyr,0.0373,0.0392,Tyrosine
IDL-PL%,0.0492,0.0387,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-TG%,0.0322,0.0343,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0352,0.0338,Albumin
XXL-VLDL-CE%,0.0352,0.0303,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0138,0.0278,Glycine
XXL-VLDL-C%,0.0235,0.0271,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,0.0222,0.0250,Acetone
3-Hydroxybutyrate,0.0195,0.0244,3-Hydroxybutyrate
IDL-PL,0.0313,0.0231,Phospholipids in IDL
Acetate,0.0217,0.0222,Acetate
Glu-lactate,0.0267,0.0206,Glucose-lactate
Glu,0.0178,0.0201,Glucose
Ala,0.0223,0.0198,Alanine
Acetoacetate,0.0142,0.0187,Acetoacetate
S-HDL-PL%,0.0223,0.0168,Phospholipids to Total-Lipids in Small HDL percentage
IDL-FC%,0.0112,0.0168,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.0120,0.0124,Cholesterol to Total-Lipids in Small LDL percentage
Sc-ala,0.0163,0.0122,Spectrometer-corrected alanine
SFA%,0.0110,0.0122,Saturated Fatty Acids to Total-Fatty Acids percentage
Val,0.0073,0.0114,Valine
Ile,0.0068,0.0110,Isoleucine
Lactate,0.0082,0.0107,Lactate
LA%,0.0065,0.0107,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,0.0122,0.0096,Cholesteryl Esters to Total-Lipids in IDL percentage
Phe,0.0090,0.0092,Phenylalanine
M-LDL-C%,0.0092,0.0079,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-P,0.0115,0.0077,Concentration of Small HDL Particles
Omega-3%,0.0060,0.0074,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.0045,0.0059,Omega-6 Fatty Acids to Total-Fatty Acids percentage
His,0.0030,0.0056,Histidine
L-LDL-CE%,0.0060,0.0054,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LDL-size,0.0048,0.0050,Average Diameter for LDL Particles
XL-VLDL-FC%,0.0037,0.0046,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-PL%,0.0053,0.0045,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-FC%,0.0035,0.0043,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-C,0.0070,0.0041,Cholesterol in Very Small VLDL
L-LDL-P,0.0067,0.0040,Concentration of Large LDL Particles
MUFA%,0.0020,0.0037,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL,0.0068,0.0036,Phospholipids in Chylomicrons and Extremely Large VLDL
DHA,0.0023,0.0031,Docosahexaenoic Acid
IDL-C%,0.0030,0.0031,Cholesterol to Total-Lipids in IDL percentage
L-VLDL-PL%,0.0028,0.0030,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-PL%,0.0020,0.0028,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,0.0022,0.0026,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC%,0.0015,0.0024,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,0.0022,0.0024,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,0.0017,0.0024,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,0.0027,0.0020,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-FC,0.0010,0.0019,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-LDL-C%,0.0015,0.0018,Cholesterol to Total-Lipids in Large LDL percentage
IDL-P,0.0018,0.0018,Concentration of IDL Particles
XXL-VLDL-L,0.0008,0.0016,Total-Lipids in Chylomicrons and Extremely Large VLDL
LA,0.0018,0.0016,Linoleic Acid
XL-HDL-C,0.0012,0.0015,Cholesterol in Very Large HDL
M-LDL-FC%,0.0017,0.0014,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,0.0012,0.0013,Triglycerides in Chylomicrons and Extremely Large VLDL
VLDL-size,0.0008,0.0013,Average Diameter for VLDL Particles
L-VLDL-CE%,0.0013,0.0012,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Total-FA,0.0005,0.0011,Total-Fatty Acids
XL-VLDL-TG%,0.0010,0.0010,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-C,0.0015,0.0009,Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-CE%,0.0003,0.0008,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-VLDL-PL,0.0005,0.0007,Phospholipids in Small VLDL
XL-VLDL-L,0.0003,0.0005,Total-Lipids in Very Large VLDL
XL-HDL-TG,0.0003,8.9931e-05,Triglycerides in Very Large HDL
MUFA,0.0002,5.4659e-05,Monounsaturated Fatty Acids
