Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0530,0.0762,Creatinine
Albumin,0.0905,0.0686,Albumin
Citrate,0.0620,0.0481,Citrate
XXL-VLDL-PL%,0.0372,0.0448,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0518,0.0446,Phospholipids to Total-Lipids in IDL percentage
PC,0.0508,0.0420,Phosphatidylcholines
Acetoacetate,0.0235,0.0365,Acetoacetate
XS-VLDL-PL%,0.0555,0.0353,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gln,0.0598,0.0332,Glutamine
Lactate,0.0268,0.0326,Lactate
His,0.0133,0.0283,Histidine
SFA%,0.0320,0.0272,Saturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0178,0.0264,3-Hydroxybutyrate
XXL-VLDL-FC%,0.0197,0.0244,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0170,0.0243,Phenylalanine
Ile,0.0232,0.0223,Isoleucine
IDL-C%,0.0348,0.0215,Cholesterol to Total-Lipids in IDL percentage
GlycA,0.0177,0.0210,Glycoprotein Acetyls
Sc-ala,0.0200,0.0206,Spectrometer-corrected alanine
L-LDL-CE%,0.0188,0.0191,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-TG,0.0205,0.0191,Triglycerides in Large HDL
LDL-size,0.0135,0.0185,Average Diameter for LDL Particles
Val,0.0150,0.0182,Valine
Glu-lactate,0.0178,0.0165,Glucose-lactate
Gly,0.0217,0.0162,Glycine
DHA%,0.0178,0.0145,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetone,0.0138,0.0136,Acetone
Glu,0.0065,0.0104,Glucose
IDL-FC%,0.0095,0.0099,Free Cholesterol to Total-Lipids in IDL percentage
Pyruvate,0.0048,0.0092,Pyruvate
Acetate,0.0107,0.0087,Acetate
L-LDL-PL%,0.0050,0.0085,Phospholipids to Total-Lipids in Large LDL percentage
IDL-CE%,0.0110,0.0084,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-FC%,0.0048,0.0084,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-VLDL-PL%,0.0058,0.0082,Phospholipids to Total-Lipids in Large VLDL percentage
Leu,0.0108,0.0082,Leucine
M-HDL-FC%,0.0090,0.0073,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-FC,0.0032,0.0070,Free Cholesterol in Very Large HDL
LA%,0.0048,0.0063,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-CE%,0.0030,0.0051,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Tyr,0.0028,0.0051,Tyrosine
M-HDL-L,0.0068,0.0049,Total-Lipids in Medium HDL
M-LDL-PL%,0.0037,0.0047,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-TG,0.0028,0.0043,Triglycerides in Very Large HDL
L-VLDL-TG%,0.0023,0.0041,Triglycerides to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0037,0.0040,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-PL,0.0030,0.0039,Phospholipids in Large HDL
XL-HDL-P,0.0050,0.0038,Concentration of Very Large HDL Particles
XS-VLDL-CE%,0.0032,0.0037,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-FC%,0.0012,0.0036,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-C%,0.0012,0.0035,Cholesterol to Total-Lipids in Small VLDL percentage
HDL-L,0.0030,0.0031,Total-Lipids in HDL
XL-VLDL-PL%,0.0013,0.0030,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-HDL-PL%,0.0027,0.0029,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-L,0.0037,0.0028,Total-Lipids in Small VLDL
S-HDL-C,0.0017,0.0027,Cholesterol in Small HDL
M-LDL-C%,0.0015,0.0026,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0035,0.0026,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-FC%,0.0038,0.0025,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-TG%,0.0033,0.0024,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.0007,0.0021,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG%,0.0010,0.0021,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0005,0.0015,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.0007,0.0014,Degree of Unsaturation
Omega-6/Omega-3,0.0010,0.0014,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,0.0005,0.0009,Phospholipids to Total-Lipids in Small HDL percentage
Omega-3%,0.0005,0.0007,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE,0.0002,0.0002,Cholesteryl Esters in Small HDL
S-LDL-CE%,0.0002,0.0002,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-size,0.0002,9.3377e-05,Average Diameter for VLDL Particles
