Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-CE%,0.0642,0.2286,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Creatinine,0.2735,0.2088,Creatinine
LA%,0.0790,0.1238,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,0.0492,0.0875,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.0770,0.0621,Linoleic Acid
XL-HDL-FC%,0.0662,0.0559,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Albumin,0.0995,0.0500,Albumin
L-HDL-PL%,0.0362,0.0291,Phospholipids to Total-Lipids in Large HDL percentage
Gly,0.0418,0.0209,Glycine
L-HDL-CE,0.0213,0.0196,Cholesteryl Esters in Large HDL
IDL-TG%,0.0162,0.0150,Triglycerides to Total-Lipids in IDL percentage
S-LDL-CE%,0.0280,0.0134,Cholesteryl Esters to Total-Lipids in Small LDL percentage
GlycA,0.0268,0.0115,Glycoprotein Acetyls
Total-PL,0.0138,0.0104,Total-Phospholipids in Lipoprotein Particles
Glu-lactate,0.0188,0.0092,Glucose-lactate
L-HDL-P,0.0073,0.0083,Concentration of Large HDL Particles
L-LDL-TG%,0.0050,0.0081,Triglycerides to Total-Lipids in Large LDL percentage
Citrate,0.0123,0.0054,Citrate
IDL-CE,0.0075,0.0050,Cholesteryl Esters in IDL
3-Hydroxybutyrate,0.0095,0.0039,3-Hydroxybutyrate
Total-FC,0.0035,0.0037,Total-Free Cholesterol
Glu,0.0078,0.0033,Glucose
Total-CE,0.0028,0.0023,Total-Esterified Cholesterol
HDL-CE,0.0040,0.0022,Cholesteryl Esters in HDL
L-LDL-C%,0.0018,0.0016,Cholesterol to Total-Lipids in Large LDL percentage
PC,0.0028,0.0014,Phosphatidylcholines
XS-VLDL-PL%,0.0028,0.0012,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,0.0020,0.0010,Phospholipids to Total-Lipids in Small LDL percentage
Acetoacetate,0.0025,0.0010,Acetoacetate
Acetone,0.0027,0.0008,Acetone
His,0.0017,0.0006,Histidine
L-VLDL-FC%,0.0015,0.0006,Free Cholesterol to Total-Lipids in Large VLDL percentage
Acetate,0.0017,0.0006,Acetate
IDL-FC%,0.0013,0.0005,Free Cholesterol to Total-Lipids in IDL percentage
Tyr,0.0013,0.0005,Tyrosine
L-HDL-C,0.0010,0.0004,Cholesterol in Large HDL
XL-HDL-FC,0.0013,0.0004,Free Cholesterol in Very Large HDL
XL-HDL-PL%,0.0010,0.0004,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-CE%,0.0008,0.0004,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-TG,0.0008,0.0003,Triglycerides in Large LDL
MUFA%,0.0007,0.0002,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0003,9.5808e-05,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,0.0002,5.9945e-05,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,0.0002,5.4730e-05,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0002,4.6201e-05,Pyruvate
