Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0412,0.1466,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,0.0422,0.1185,Triglycerides to Total-Lipids in IDL percentage
LA%,0.1248,0.1061,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0380,0.0700,Cholesterol to Total-Lipids in Large LDL percentage
LA,0.0583,0.0675,Linoleic Acid
XS-VLDL-CE%,0.0437,0.0578,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.0463,0.0499,Cholesteryl Esters to Total-Lipids in Small LDL percentage
GlycA,0.0962,0.0497,Glycoprotein Acetyls
Creatinine,0.0858,0.0475,Creatinine
IDL-CE%,0.0382,0.0473,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0500,0.0420,Glucose-lactate
S-LDL-PL%,0.0450,0.0356,Phospholipids to Total-Lipids in Small LDL percentage
Albumin,0.0735,0.0340,Albumin
3-Hydroxybutyrate,0.0443,0.0262,3-Hydroxybutyrate
PUFA/MUFA,0.0352,0.0188,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Gly,0.0305,0.0119,Glycine
Glu,0.0167,0.0100,Glucose
XL-HDL-FC%,0.0133,0.0078,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-CE,0.0038,0.0075,Cholesteryl Esters in IDL
Unsaturation,0.0135,0.0066,Degree of Unsaturation
HDL-C,0.0062,0.0049,HDL Cholesterol
MUFA%,0.0068,0.0046,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-P,0.0055,0.0045,Concentration of Large HDL Particles
XS-VLDL-FC%,0.0088,0.0044,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Leu,0.0027,0.0029,Leucine
Total-BCAA,0.0020,0.0027,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Acetate,0.0047,0.0024,Acetate
L-HDL-CE%,0.0037,0.0021,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-TG,0.0022,0.0018,Triglycerides in Large HDL
Ile,0.0015,0.0014,Isoleucine
Sc-ala,0.0018,0.0011,Spectrometer-corrected alanine
Acetoacetate,0.0025,0.0010,Acetoacetate
Gln,0.0022,0.0009,Glutamine
Acetone,0.0018,0.0008,Acetone
L-HDL-PL%,0.0010,0.0007,Phospholipids to Total-Lipids in Large HDL percentage
SFA%,0.0017,0.0007,Saturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0012,0.0005,Pyruvate
L-VLDL-TG%,0.0010,0.0004,Triglycerides to Total-Lipids in Large VLDL percentage
PUFA%,0.0008,0.0003,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0002,0.0002,Citrate
IDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in IDL percentage
VLDL-size,0.0003,0.0001,Average Diameter for VLDL Particles
Omega-3%,0.0003,0.0001,Omega-3 Fatty Acids to Total-Fatty Acids percentage
His,0.0002,0.0001,Histidine
Ala,0.0002,0.0001,Alanine
