Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.2888,0.2388,Albumin
Omega-6/Omega-3,0.0772,0.1412,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,0.0457,0.1085,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.1142,0.1067,Glucose
L-LDL-TG%,0.0488,0.0632,Triglycerides to Total-Lipids in Large LDL percentage
Glu-lactate,0.0602,0.0557,Glucose-lactate
Citrate,0.0738,0.0505,Citrate
Omega-3,0.0318,0.0316,Omega-3 Fatty Acids
IDL-P,0.0295,0.0231,Concentration of IDL Particles
IDL-TG,0.0208,0.0228,Triglycerides in IDL
L-HDL-PL,0.0250,0.0183,Phospholipids in Large HDL
GlycA,0.0248,0.0182,Glycoprotein Acetyls
L-HDL-TG,0.0180,0.0181,Triglycerides in Large HDL
XXL-VLDL-PL%,0.0168,0.0144,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0153,0.0141,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE,0.0158,0.0110,Cholesteryl Esters in Very Small VLDL
IDL-CE,0.0160,0.0106,Cholesteryl Esters in IDL
L-LDL-TG,0.0093,0.0076,Triglycerides in Large LDL
Creatinine,0.0095,0.0052,Creatinine
SM,0.0058,0.0050,Sphingomyelins
Leu,0.0072,0.0046,Leucine
Tyr,0.0078,0.0042,Tyrosine
3-Hydroxybutyrate,0.0067,0.0038,3-Hydroxybutyrate
Phosphoglyc,0.0032,0.0034,Phosphoglycerides
ApoB/ApoA1,0.0055,0.0033,Apolipoprotein B to Apolipoprotein A1 ratio
PUFA,0.0030,0.0026,Polyunsaturated Fatty Acids
L-HDL-CE,0.0027,0.0024,Cholesteryl Esters in Large HDL
M-LDL-TG%,0.0013,0.0020,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0023,0.0018,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-CE,0.0017,0.0013,Cholesteryl Esters in Medium VLDL
Omega-3%,0.0022,0.0011,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0020,0.0010,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0023,0.0010,Acetoacetate
His,0.0018,0.0010,Histidine
DHA%,0.0013,0.0009,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-BCAA,0.0010,0.0005,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Pyruvate,0.0005,0.0002,Pyruvate
VLDL-size,0.0002,0.0001,Average Diameter for VLDL Particles
