Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1542,0.3097,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.1970,0.2032,Glycoprotein Acetyls
L-HDL-PL%,0.0822,0.1718,Phospholipids to Total-Lipids in Large HDL percentage
Albumin,0.2822,0.1465,Albumin
Tyr,0.0848,0.0534,Tyrosine
Omega-6%,0.0322,0.0373,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL,0.0350,0.0192,Phospholipids in Medium HDL
L-LDL-TG,0.0237,0.0080,Triglycerides in Large LDL
L-LDL-C%,0.0080,0.0069,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG%,0.0113,0.0054,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0127,0.0052,Free Cholesterol in Very Large HDL
MUFA,0.0085,0.0047,Monounsaturated Fatty Acids
ApoB/ApoA1,0.0083,0.0045,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-PL,0.0093,0.0041,Phospholipids in Small HDL
Glu,0.0093,0.0035,Glucose
His,0.0048,0.0018,Histidine
VLDL-size,0.0037,0.0018,Average Diameter for VLDL Particles
TG/PG,0.0035,0.0013,Triglycerides to Phosphoglycerides ratio
IDL-CE%,0.0025,0.0013,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-L,0.0022,0.0013,Total-Lipids in Medium HDL
L-HDL-CE%,0.0028,0.0012,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-VLDL-TG%,0.0023,0.0012,Triglycerides to Total-Lipids in Small VLDL percentage
PUFA%,0.0013,0.0009,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0027,0.0009,Spectrometer-corrected alanine
XS-VLDL-FC%,0.0035,0.0008,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-CE,0.0013,0.0006,Cholesteryl Esters in Small HDL
L-HDL-C%,0.0015,0.0006,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.0012,0.0005,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-TG,0.0012,0.0005,Triglycerides in IDL
SFA%,0.0015,0.0003,Saturated Fatty Acids to Total-Fatty Acids percentage
Remnant-C,0.0008,0.0003,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Creatinine,0.0012,0.0003,Creatinine
S-HDL-P,0.0010,0.0002,Concentration of Small HDL Particles
S-HDL-L,0.0005,0.0002,Total-Lipids in Small HDL
IDL-TG%,0.0003,0.0001,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0003,0.0001,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0003,9.2611e-05,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-C,0.0003,7.8689e-05,Cholesterol in Small HDL
XS-VLDL-PL%,0.0002,6.9166e-05,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ala,0.0002,5.5783e-05,Alanine
Acetate,0.0002,4.0917e-05,Acetate
