Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1060,0.1651,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0688,0.1419,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1072,0.1197,Albumin
Glu,0.1418,0.1127,Glucose
Leu,0.0995,0.0814,Leucine
GlycA,0.0998,0.0718,Glycoprotein Acetyls
VLDL-size,0.0477,0.0409,Average Diameter for VLDL Particles
ApoB/ApoA1,0.0295,0.0339,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-C,0.0237,0.0217,Cholesterol in Small LDL
XL-HDL-C%,0.0262,0.0216,Cholesterol to Total-Lipids in Very Large HDL percentage
3-Hydroxybutyrate,0.0298,0.0189,3-Hydroxybutyrate
IDL-CE%,0.0178,0.0178,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0185,0.0151,Glucose-lactate
HDL-P,0.0183,0.0137,Concentration of HDL Particles
Val,0.0178,0.0126,Valine
M-LDL-TG%,0.0077,0.0125,Triglycerides to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE,0.0138,0.0122,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-CE%,0.0133,0.0099,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-C%,0.0073,0.0094,Cholesterol to Total-Lipids in Large LDL percentage
Citrate,0.0183,0.0092,Citrate
HDL-FC,0.0103,0.0079,Free Cholesterol in HDL
XL-HDL-P,0.0108,0.0069,Concentration of Very Large HDL Particles
Total-BCAA,0.0073,0.0065,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-FC,0.0102,0.0058,Free Cholesterol in Very Large HDL
L-HDL-TG,0.0047,0.0036,Triglycerides in Large HDL
Tyr,0.0055,0.0032,Tyrosine
M-VLDL-CE,0.0040,0.0030,Cholesteryl Esters in Medium VLDL
Gln,0.0057,0.0025,Glutamine
XS-VLDL-PL,0.0038,0.0024,Phospholipids in Very Small VLDL
HDL-L,0.0025,0.0023,Total-Lipids in HDL
IDL-P,0.0037,0.0020,Concentration of IDL Particles
S-LDL-P,0.0020,0.0020,Concentration of Small LDL Particles
S-LDL-C%,0.0028,0.0019,Cholesterol to Total-Lipids in Small LDL percentage
IDL-TG,0.0015,0.0011,Triglycerides in IDL
Omega-6%,0.0015,0.0011,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA,0.0015,0.0011,Linoleic Acid
Total-P,0.0015,0.0010,Total-Concentration of Lipoprotein Particles
L-LDL-TG,0.0015,0.0010,Triglycerides in Large LDL
L-LDL-CE%,0.0013,0.0009,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ile,0.0020,0.0007,Isoleucine
Creatinine,0.0012,0.0006,Creatinine
Acetoacetate,0.0007,0.0004,Acetoacetate
PUFA%,0.0005,0.0002,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0003,8.8288e-05,Histidine
S-HDL-PL%,0.0002,8.7740e-05,Phospholipids to Total-Lipids in Small HDL percentage
