Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XL-HDL-FC%,0.1532,0.1482,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Glu-lactate,0.0962,0.0767,Glucose-lactate
Albumin,0.0622,0.0706,Albumin
Lactate,0.0583,0.0571,Lactate
His,0.0447,0.0377,Histidine
Creatinine,0.0257,0.0363,Creatinine
Gly,0.0257,0.0311,Glycine
Acetate,0.0382,0.0311,Acetate
Acetone,0.0247,0.0303,Acetone
PC,0.0280,0.0282,Phosphatidylcholines
Omega-3,0.0295,0.0280,Omega-3 Fatty Acids
Unsaturation,0.0243,0.0235,Degree of Unsaturation
Val,0.0335,0.0213,Valine
Tyr,0.0218,0.0209,Tyrosine
Sc-ala,0.0165,0.0200,Spectrometer-corrected alanine
XXL-VLDL-FC%,0.0283,0.0199,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0127,0.0166,Phospholipids to Total-Lipids in Large LDL percentage
Pyruvate,0.0127,0.0160,Pyruvate
Citrate,0.0122,0.0152,Citrate
Gln,0.0110,0.0149,Glutamine
SFA%,0.0075,0.0143,Saturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0102,0.0117,Average Diameter for LDL Particles
Phe,0.0152,0.0113,Phenylalanine
3-Hydroxybutyrate,0.0058,0.0104,3-Hydroxybutyrate
GlycA,0.0135,0.0103,Glycoprotein Acetyls
IDL-PL%,0.0082,0.0102,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL,0.0093,0.0099,Phospholipids in Large HDL
HDL-size,0.0083,0.0099,Average Diameter for HDL Particles
Ala,0.0077,0.0091,Alanine
MUFA%,0.0078,0.0090,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0062,0.0083,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0070,0.0078,Acetoacetate
L-HDL-FC%,0.0057,0.0076,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-PL%,0.0065,0.0073,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-FC%,0.0065,0.0072,Free Cholesterol to Total-Lipids in Large LDL percentage
DHA%,0.0082,0.0072,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-HDL-PL%,0.0047,0.0067,Phospholipids to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,0.0048,0.0065,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0072,0.0056,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0038,0.0055,Glucose
M-LDL-C%,0.0045,0.0054,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.0067,0.0053,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG,0.0030,0.0052,Triglycerides in Large HDL
M-VLDL-C%,0.0025,0.0051,Cholesterol to Total-Lipids in Medium VLDL percentage
Ile,0.0085,0.0047,Isoleucine
PUFA/MUFA,0.0047,0.0043,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-PL%,0.0030,0.0042,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-FC%,0.0020,0.0041,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-C,0.0040,0.0039,Cholesterol in Very Small VLDL
L-VLDL-PL%,0.0022,0.0034,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-CE%,0.0023,0.0032,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-P,0.0045,0.0031,Concentration of Medium LDL Particles
L-VLDL-FC%,0.0037,0.0027,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-CE%,0.0053,0.0027,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-TG,0.0042,0.0027,Triglycerides in IDL
S-HDL-FC%,0.0020,0.0026,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-PL,0.0020,0.0025,Phospholipids in Small LDL
ApoB/ApoA1,0.0015,0.0024,Apolipoprotein B to Apolipoprotein A1 ratio
Leu,0.0092,0.0021,Leucine
L-LDL-CE%,0.0007,0.0018,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0008,0.0016,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-TG%,0.0013,0.0013,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0035,0.0013,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LA%,0.0005,0.0013,Linoleic Acid to Total-Fatty Acids percentage
MUFA,0.0008,0.0012,Monounsaturated Fatty Acids
Total-BCAA,0.0028,0.0011,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-TG%,0.0003,0.0009,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-C%,0.0003,0.0006,Cholesterol to Total-Lipids in Small HDL percentage
