Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Phe,0.0918,0.0549,Phenylalanine
Gly,0.0502,0.0548,Glycine
Albumin,0.0327,0.0446,Albumin
Citrate,0.0210,0.0425,Citrate
Acetoacetate,0.0343,0.0412,Acetoacetate
Tyr,0.0300,0.0381,Tyrosine
LA%,0.0427,0.0380,Linoleic Acid to Total-Fatty Acids percentage
Acetone,0.0172,0.0368,Acetone
Glu,0.0248,0.0321,Glucose
His,0.0300,0.0305,Histidine
Ala,0.0503,0.0279,Alanine
Gln,0.0288,0.0277,Glutamine
Glu-lactate,0.0180,0.0242,Glucose-lactate
Pyruvate,0.0183,0.0239,Pyruvate
GlycA,0.0268,0.0229,Glycoprotein Acetyls
S-LDL-CE%,0.0357,0.0215,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Sc-ala,0.0337,0.0214,Spectrometer-corrected alanine
Unsaturation,0.0277,0.0211,Degree of Unsaturation
Acetate,0.0192,0.0201,Acetate
Lactate,0.0192,0.0197,Lactate
S-HDL-TG%,0.0245,0.0191,Triglycerides to Total-Lipids in Small HDL percentage
IDL-FC%,0.0182,0.0190,Free Cholesterol to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0132,0.0171,3-Hydroxybutyrate
IDL-PL%,0.0175,0.0161,Phospholipids to Total-Lipids in IDL percentage
IDL-C%,0.0118,0.0161,Cholesterol to Total-Lipids in IDL percentage
SFA%,0.0213,0.0155,Saturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0110,0.0147,Isoleucine
XL-VLDL-PL%,0.0083,0.0130,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-CE%,0.0065,0.0126,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.0042,0.0113,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-size,0.0133,0.0112,Average Diameter for LDL Particles
XXL-VLDL-CE%,0.0085,0.0105,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0102,0.0091,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-TG%,0.0070,0.0090,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0127,0.0086,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0092,0.0083,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-P,0.0162,0.0082,Concentration of Large LDL Particles
Val,0.0092,0.0078,Valine
L-HDL-FC%,0.0070,0.0067,Free Cholesterol to Total-Lipids in Large HDL percentage
Leu,0.0088,0.0067,Leucine
XXL-VLDL-C%,0.0047,0.0067,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-CE%,0.0042,0.0066,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-PL%,0.0062,0.0061,Phospholipids to Total-Lipids in Large LDL percentage
S-VLDL-CE%,0.0053,0.0058,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Creatinine,0.0065,0.0057,Creatinine
M-LDL-CE%,0.0085,0.0056,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.0037,0.0053,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG%,0.0058,0.0047,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-TG,0.0047,0.0045,Triglycerides in Very Large HDL
XL-HDL-C,0.0025,0.0044,Cholesterol in Very Large HDL
XS-VLDL-CE%,0.0023,0.0044,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Omega-3,0.0040,0.0044,Omega-3 Fatty Acids
XS-VLDL-FC%,0.0038,0.0043,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,0.0025,0.0042,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-CE,0.0013,0.0039,Cholesteryl Esters in Very Large HDL
DHA,0.0080,0.0037,Docosahexaenoic Acid
DHA%,0.0027,0.0036,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-C%,0.0032,0.0034,Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-FC%,0.0033,0.0033,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-CE%,0.0037,0.0033,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,0.0017,0.0029,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-C,0.0023,0.0029,Cholesterol in Medium HDL
S-LDL-PL%,0.0020,0.0028,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.0022,0.0025,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL,0.0050,0.0025,Phospholipids in Chylomicrons and Extremely Large VLDL
L-HDL-TG,0.0022,0.0023,Triglycerides in Large HDL
PUFA/MUFA,0.0040,0.0020,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-P,0.0012,0.0011,Concentration of IDL Particles
XL-HDL-P,0.0008,0.0010,Concentration of Very Large HDL Particles
Omega-6/Omega-3,0.0005,0.0005,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-CE%,0.0003,0.0005,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,0.0002,0.0004,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
