Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Ala,0.0908,0.0600,Alanine
LA%,0.0760,0.0584,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-TG%,0.0627,0.0505,Triglycerides to Total-Lipids in Small HDL percentage
Sc-ala,0.0658,0.0504,Spectrometer-corrected alanine
Glu-lactate,0.0467,0.0460,Glucose-lactate
Phe,0.0287,0.0429,Phenylalanine
Acetate,0.0350,0.0399,Acetate
Gln,0.0352,0.0389,Glutamine
Glu,0.0285,0.0352,Glucose
XXL-VLDL-PL%,0.0260,0.0304,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0230,0.0291,Lactate
Acetone,0.0210,0.0263,Acetone
Pyruvate,0.0198,0.0254,Pyruvate
His,0.0148,0.0249,Histidine
LDL-size,0.0152,0.0240,Average Diameter for LDL Particles
VLDL-size,0.0178,0.0217,Average Diameter for VLDL Particles
L-HDL-PL%,0.0168,0.0215,Phospholipids to Total-Lipids in Large HDL percentage
Omega-6%,0.0275,0.0204,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0192,0.0201,Phospholipids to Total-Lipids in Medium LDL percentage
Citrate,0.0198,0.0201,Citrate
Tyr,0.0192,0.0178,Tyrosine
Val,0.0172,0.0166,Valine
Total-BCAA,0.0130,0.0159,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-FC%,0.0168,0.0137,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,0.0105,0.0127,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Creatinine,0.0055,0.0125,Creatinine
3-Hydroxybutyrate,0.0068,0.0106,3-Hydroxybutyrate
L-LDL-FC%,0.0123,0.0099,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6,0.0173,0.0094,Omega-6 Fatty Acids
Ile,0.0090,0.0092,Isoleucine
IDL-FC%,0.0093,0.0092,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-TG%,0.0053,0.0089,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0100,0.0085,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0092,0.0085,Free Cholesterol to Total-Lipids in Large VLDL percentage
MUFA%,0.0062,0.0084,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE%,0.0068,0.0082,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0080,0.0079,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,0.0132,0.0078,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-CE%,0.0082,0.0076,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-PL%,0.0083,0.0068,Phospholipids to Total-Lipids in Large LDL percentage
IDL-PL%,0.0037,0.0064,Phospholipids to Total-Lipids in IDL percentage
LA,0.0092,0.0063,Linoleic Acid
XXL-VLDL-CE%,0.0027,0.0058,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-TG,0.0050,0.0055,Triglycerides in LDL
M-LDL-CE%,0.0052,0.0053,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0035,0.0051,Cholesterol to Total-Lipids in Medium LDL percentage
TG/PG,0.0042,0.0051,Triglycerides to Phosphoglycerides ratio
Gly,0.0038,0.0049,Glycine
GlycA,0.0042,0.0044,Glycoprotein Acetyls
Acetoacetate,0.0038,0.0043,Acetoacetate
L-VLDL-TG%,0.0037,0.0041,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.0033,0.0035,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,0.0057,0.0035,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0037,0.0034,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0042,0.0034,Cholesterol to Total-Lipids in Large LDL percentage
Omega-3%,0.0012,0.0034,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.0040,0.0031,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0035,0.0030,Leucine
Omega-3,0.0025,0.0030,Omega-3 Fatty Acids
Albumin,0.0010,0.0027,Albumin
XL-HDL-P,0.0022,0.0025,Concentration of Very Large HDL Particles
XXL-VLDL-TG,0.0030,0.0023,Triglycerides in Chylomicrons and Extremely Large VLDL
L-LDL-TG%,0.0008,0.0023,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-L,0.0062,0.0022,Total-Lipids in Large HDL
IDL-P,0.0013,0.0020,Concentration of IDL Particles
DHA,0.0010,0.0015,Docosahexaenoic Acid
S-LDL-C%,0.0022,0.0014,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-FC,0.0015,0.0013,Free Cholesterol in Very Large HDL
LDL-L,0.0002,0.0011,Total-Lipids in LDL
Phosphoglyc,0.0013,0.0011,Phosphoglycerides
