Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Pyruvate,0.0512,0.0509,Pyruvate
Lactate,0.0410,0.0495,Lactate
Acetoacetate,0.0427,0.0465,Acetoacetate
XXL-VLDL-PL%,0.0430,0.0452,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0558,0.0428,Phenylalanine
Albumin,0.0562,0.0422,Albumin
LDL-size,0.0338,0.0390,Average Diameter for LDL Particles
Creatinine,0.0392,0.0381,Creatinine
XXL-VLDL-CE,0.0385,0.0379,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
GlycA,0.0332,0.0372,Glycoprotein Acetyls
Gln,0.0327,0.0331,Glutamine
L-LDL-PL%,0.0222,0.0294,Phospholipids to Total-Lipids in Large LDL percentage
Glu,0.0287,0.0285,Glucose
MUFA%,0.0145,0.0270,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0270,0.0248,Histidine
IDL-FC%,0.0257,0.0231,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.0333,0.0224,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0148,0.0217,Glucose-lactate
Sc-ala,0.0152,0.0189,Spectrometer-corrected alanine
Acetone,0.0248,0.0186,Acetone
SFA%,0.0168,0.0172,Saturated Fatty Acids to Total-Fatty Acids percentage
Gly,0.0102,0.0171,Glycine
L-LDL-C%,0.0200,0.0163,Cholesterol to Total-Lipids in Large LDL percentage
Citrate,0.0137,0.0151,Citrate
L-VLDL-FC%,0.0213,0.0145,Free Cholesterol to Total-Lipids in Large VLDL percentage
Acetate,0.0197,0.0145,Acetate
M-LDL-CE%,0.0127,0.0136,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.0118,0.0133,Cholesterol to Total-Lipids in Very Small VLDL percentage
Tyr,0.0060,0.0128,Tyrosine
Omega-6/Omega-3,0.0212,0.0126,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,0.0067,0.0106,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.0120,0.0103,Free Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-FC%,0.0070,0.0090,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0072,0.0077,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0048,0.0074,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA%,0.0035,0.0071,Linoleic Acid to Total-Fatty Acids percentage
IDL-C%,0.0057,0.0071,Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.0085,0.0069,Phospholipids to Total-Lipids in IDL percentage
IDL-CE%,0.0045,0.0069,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-TG,0.0113,0.0068,Triglycerides in Large HDL
XL-VLDL-PL%,0.0052,0.0065,Phospholipids to Total-Lipids in Very Large VLDL percentage
Omega-3%,0.0058,0.0063,Omega-3 Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0067,0.0063,3-Hydroxybutyrate
Total-BCAA,0.0030,0.0062,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-FC%,0.0072,0.0062,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-C%,0.0073,0.0057,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-PL%,0.0032,0.0057,Phospholipids to Total-Lipids in Small LDL percentage
Ala,0.0085,0.0051,Alanine
L-HDL-PL%,0.0025,0.0051,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-C,0.0047,0.0049,Cholesterol in Very Small VLDL
XXL-VLDL-C,0.0060,0.0047,Cholesterol in Chylomicrons and Extremely Large VLDL
DHA,0.0083,0.0041,Docosahexaenoic Acid
L-VLDL-PL%,0.0043,0.0038,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-CE%,0.0022,0.0033,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-6%,0.0060,0.0032,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,0.0028,0.0028,Triglycerides to Total-Lipids in Large HDL percentage
Ile,0.0025,0.0028,Isoleucine
IDL-TG%,0.0033,0.0023,Triglycerides to Total-Lipids in IDL percentage
S-LDL-C%,0.0037,0.0022,Cholesterol to Total-Lipids in Small LDL percentage
Leu,0.0013,0.0022,Leucine
S-HDL-PL%,0.0037,0.0022,Phospholipids to Total-Lipids in Small HDL percentage
Unsaturation,0.0010,0.0018,Degree of Unsaturation
XL-HDL-TG,0.0015,0.0014,Triglycerides in Very Large HDL
M-LDL-PL%,0.0008,0.0006,Phospholipids to Total-Lipids in Medium LDL percentage
S-VLDL-FC%,0.0007,0.0006,Free Cholesterol to Total-Lipids in Small VLDL percentage
