Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1078,0.1743,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.1915,0.1275,Albumin
Creatinine,0.1602,0.1101,Creatinine
IDL-TG%,0.0233,0.0927,Triglycerides to Total-Lipids in IDL percentage
S-LDL-CE%,0.0588,0.0563,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-CE,0.0392,0.0524,Cholesteryl Esters in IDL
L-LDL-TG%,0.0272,0.0506,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.0273,0.0494,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0275,0.0490,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0292,0.0416,Cholesteryl Esters to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0482,0.0288,3-Hydroxybutyrate
Total-FC,0.0227,0.0226,Total-Free Cholesterol
Glu-lactate,0.0363,0.0203,Glucose-lactate
LA,0.0170,0.0145,Linoleic Acid
XXL-VLDL-CE,0.0270,0.0143,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Glu,0.0262,0.0137,Glucose
GlycA,0.0255,0.0128,Glycoprotein Acetyls
Citrate,0.0218,0.0123,Citrate
Omega-6%,0.0180,0.0099,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Leu,0.0158,0.0094,Leucine
Total-C,0.0088,0.0093,Total-Cholesterol
XS-VLDL-C%,0.0033,0.0083,Cholesterol to Total-Lipids in Very Small VLDL percentage
Gly,0.0078,0.0040,Glycine
L-LDL-CE%,0.0065,0.0034,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-BCAA,0.0045,0.0023,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Acetate,0.0045,0.0022,Acetate
L-LDL-CE,0.0022,0.0021,Cholesteryl Esters in Large LDL
Tyr,0.0037,0.0017,Tyrosine
Total-CE,0.0010,0.0013,Total-Esterified Cholesterol
Acetone,0.0012,0.0006,Acetone
IDL-C%,0.0010,0.0006,Cholesterol to Total-Lipids in IDL percentage
Gln,0.0013,0.0005,Glutamine
His,0.0015,0.0004,Histidine
Val,0.0012,0.0004,Valine
Sc-ala,0.0005,0.0003,Spectrometer-corrected alanine
L-HDL-CE%,0.0002,7.1443e-05,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.0002,5.5522e-05,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-size,0.0002,4.6092e-05,Average Diameter for LDL Particles
