Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1995,0.1975,Creatinine
Citrate,0.1330,0.1685,Citrate
Gly,0.1197,0.1386,Glycine
GlycA,0.0955,0.0895,Glycoprotein Acetyls
XL-HDL-C%,0.0578,0.0791,Cholesterol to Total-Lipids in Very Large HDL percentage
Albumin,0.0747,0.0574,Albumin
IDL-TG,0.0530,0.0556,Triglycerides in IDL
LA%,0.0423,0.0313,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL,0.0222,0.0216,Phospholipids in Very Small VLDL
Leu,0.0325,0.0201,Leucine
VLDL-size,0.0215,0.0177,Average Diameter for VLDL Particles
XL-HDL-FC%,0.0130,0.0166,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG,0.0167,0.0152,Triglycerides in Very Small VLDL
L-LDL-TG,0.0137,0.0125,Triglycerides in Large LDL
XS-VLDL-L,0.0108,0.0098,Total-Lipids in Very Small VLDL
XS-VLDL-FC,0.0080,0.0071,Free Cholesterol in Very Small VLDL
IDL-CE%,0.0085,0.0064,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-TG%,0.0082,0.0062,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-CE%,0.0057,0.0061,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-C,0.0085,0.0055,Cholesterol in Very Small VLDL
XL-HDL-PL%,0.0065,0.0053,Phospholipids to Total-Lipids in Very Large HDL percentage
LDL-TG,0.0043,0.0053,Triglycerides in LDL
XS-VLDL-P,0.0070,0.0045,Concentration of Very Small VLDL Particles
L-LDL-C%,0.0048,0.0024,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-PL,0.0032,0.0024,Phospholipids in Large HDL
M-LDL-C%,0.0042,0.0022,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-CE,0.0027,0.0020,Cholesteryl Esters in Very Small VLDL
L-LDL-CE%,0.0032,0.0019,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-L,0.0022,0.0017,Total-Lipids in Large HDL
L-VLDL-TG%,0.0028,0.0017,Triglycerides to Total-Lipids in Large VLDL percentage
His,0.0035,0.0017,Histidine
Tyr,0.0025,0.0011,Tyrosine
L-HDL-FC%,0.0017,0.0010,Free Cholesterol to Total-Lipids in Large HDL percentage
LA,0.0012,0.0008,Linoleic Acid
XL-HDL-CE%,0.0012,0.0007,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-HDL-TG,0.0007,0.0005,Triglycerides in Large HDL
XL-HDL-PL,0.0007,0.0005,Phospholipids in Very Large HDL
Ile,0.0012,0.0004,Isoleucine
XS-VLDL-FC%,0.0007,0.0003,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0005,0.0003,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Sc-ala,0.0005,0.0003,Spectrometer-corrected alanine
Ala,0.0002,7.5073e-05,Alanine
XS-VLDL-PL%,0.0002,7.2133e-05,Phospholipids to Total-Lipids in Very Small VLDL percentage
