Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.097 [1.068-1.126],1.167e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-C%,632,1.044 [1.027-1.061],0.039,*,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,557,1.043 [1.025-1.060],0.269,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,369,1.041 [1.023-1.059],0.915,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,492,1.005 [0.984-1.025],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-TG%,657,0.958 [0.944-0.973],0.008,**,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG%,677,0.957 [0.942-0.973],0.031,*,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-P,622,0.957 [0.942-0.973],0.024,*,Concentration of Very Small VLDL Particles
XS-VLDL-L,632,0.957 [0.941-0.973],0.040,*,Total-Lipids in Very Small VLDL
L-VLDL-PL%,580,0.954 [0.938-0.971],0.031,*,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-PL,409,0.951 [0.934-0.969],0.022,*,Phospholipids in Small LDL
IDL-P,505,0.951 [0.933-0.969],0.031,*,Concentration of IDL Particles
LDL-TG,630,0.950 [0.932-0.968],0.022,*,Triglycerides in LDL
L-VLDL-FC%,331,0.949 [0.931-0.967],0.011,*,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-TG,678,0.949 [0.932-0.966],0.004,**,Triglycerides in Very Small VLDL
XL-HDL-TG%,642,0.948 [0.930-0.967],0.025,*,Triglycerides to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,542,0.947 [0.932-0.962],4.644e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
M-HDL-TG,617,0.946 [0.926-0.965],0.031,*,Triglycerides in Medium HDL
HDL-TG,593,0.946 [0.927-0.965],0.010,**,Triglycerides in HDL
M-LDL-FC,407,0.945 [0.926-0.964],0.005,**,Free Cholesterol in Medium LDL
Total-FC,546,0.944 [0.925-0.964],0.008,**,Total-Free Cholesterol
XL-VLDL-TG,570,0.944 [0.924-0.965],0.044,*,Triglycerides in Very Large VLDL
M-VLDL-CE,487,0.944 [0.925-0.963],0.004,**,Cholesteryl Esters in Medium VLDL
S-HDL-TG,681,0.943 [0.925-0.962],8.612e-04,***,Triglycerides in Small HDL
L-LDL-L,508,0.942 [0.923-0.962],0.003,**,Total-Lipids in Large LDL
L-LDL-C,488,0.942 [0.923-0.962],0.006,**,Cholesterol in Large LDL
L-LDL-PL,492,0.940 [0.921-0.960],0.002,**,Phospholipids in Large LDL
Clinical LDL-C,463,0.940 [0.920-0.960],0.001,**,Clinical LDL Cholesterol
L-LDL-CE,502,0.939 [0.919-0.959],0.001,**,Cholesteryl Esters in Large LDL
M-LDL-TG,658,0.939 [0.920-0.958],1.450e-04,***,Triglycerides in Medium LDL
L-LDL-P,541,0.939 [0.921-0.957],1.027e-05,***,Concentration of Large LDL Particles
XXL-VLDL-C,589,0.938 [0.918-0.958],0.001,**,Cholesterol in Chylomicrons and Extremely Large VLDL
LDL-P,552,0.938 [0.920-0.956],2.122e-05,***,Concentration of LDL Particles
LDL-C,476,0.937 [0.917-0.958],0.001,**,LDL Cholesterol
LDL-L,502,0.937 [0.917-0.957],5.201e-04,***,Total-Lipids in LDL
L-VLDL-PL,637,0.936 [0.918-0.955],4.571e-05,***,Phospholipids in Large VLDL
XL-VLDL-L,578,0.936 [0.916-0.956],2.053e-04,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,599,0.936 [0.917-0.955],8.168e-05,***,Concentration of Very Large VLDL Particles
VLDL-TG,582,0.936 [0.915-0.957],0.003,**,Triglycerides in VLDL
LDL-PL,473,0.936 [0.916-0.956],1.333e-04,***,Phospholipids in LDL
ApoB,565,0.936 [0.918-0.954],6.001e-06,***,Apolipoprotein B
Phosphoglyc,609,0.936 [0.913-0.959],0.037,*,Phosphoglycerides
XL-VLDL-PL,607,0.936 [0.916-0.955],8.023e-05,***,Phospholipids in Very Large VLDL
Cholines,620,0.935 [0.912-0.959],0.050,*,Total-Cholines
LDL-CE,506,0.935 [0.915-0.956],3.972e-04,***,Cholesteryl Esters in LDL
S-VLDL-P,669,0.935 [0.916-0.954],2.045e-05,***,Concentration of Small VLDL Particles
Remnant-C,577,0.935 [0.917-0.953],4.416e-06,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XL-VLDL-FC,610,0.935 [0.915-0.955],1.204e-04,***,Free Cholesterol in Very Large VLDL
M-VLDL-C,535,0.935 [0.917-0.953],1.714e-06,***,Cholesterol in Medium VLDL
XXL-VLDL-CE,621,0.934 [0.915-0.954],7.753e-05,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Non-HDL-C,563,0.934 [0.915-0.953],2.187e-05,***,Total-Cholesterol Minus HDL-C
XL-VLDL-PL%,398,0.934 [0.915-0.954],3.719e-05,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-VLDL-FC,648,0.934 [0.915-0.953],8.079e-06,***,Free Cholesterol in Large VLDL
S-LDL-L,511,0.934 [0.915-0.953],5.757e-06,***,Total-Lipids in Small LDL
