Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-C,622,0.933 [0.914-0.953],3.935e-05,***,Cholesterol in Large VLDL
S-LDL-P,566,0.933 [0.915-0.952],3.631e-06,***,Concentration of Small LDL Particles
XL-VLDL-C,639,0.933 [0.914-0.952],1.102e-05,***,Cholesterol in Very Large VLDL
VLDL-P,640,0.933 [0.914-0.951],1.382e-06,***,Concentration of VLDL Particles
S-VLDL-TG,687,0.933 [0.913-0.952],1.581e-05,***,Triglycerides in Small VLDL
Total-TG,641,0.932 [0.912-0.953],1.379e-04,***,Total-Triglycerides
XL-VLDL-CE,617,0.932 [0.913-0.951],3.177e-06,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-CE,626,0.932 [0.915-0.949],6.373e-09,***,Cholesteryl Esters in Small VLDL
S-LDL-C,489,0.932 [0.912-0.951],8.832e-06,***,Cholesterol in Small LDL
L-VLDL-L,609,0.932 [0.912-0.952],3.463e-05,***,Total-Lipids in Large VLDL
VLDL-PL,674,0.931 [0.912-0.951],5.586e-06,***,Phospholipids in VLDL
L-VLDL-CE,614,0.931 [0.911-0.950],5.112e-06,***,Cholesteryl Esters in Large VLDL
S-LDL-TG,690,0.930 [0.911-0.950],6.393e-06,***,Triglycerides in Small LDL
L-VLDL-P,622,0.930 [0.911-0.950],3.932e-06,***,Concentration of Large VLDL Particles
M-LDL-L,531,0.929 [0.910-0.948],4.867e-07,***,Total-Lipids in Medium LDL
Total-PL,628,0.929 [0.906-0.953],0.002,**,Total-Phospholipids in Lipoprotein Particles
S-VLDL-L,665,0.929 [0.910-0.948],5.186e-07,***,Total-Lipids in Small VLDL
VLDL-L,623,0.928 [0.908-0.949],1.477e-05,***,Total-Lipids in VLDL
S-VLDL-C,618,0.928 [0.911-0.946],2.179e-09,***,Cholesterol in Small VLDL
M-LDL-PL,492,0.928 [0.909-0.948],5.010e-07,***,Phospholipids in Medium LDL
VLDL-CE,621,0.928 [0.909-0.946],3.434e-08,***,Cholesteryl Esters in VLDL
VLDL-FC,630,0.927 [0.908-0.947],3.506e-07,***,Free Cholesterol in VLDL
S-VLDL-FC,593,0.927 [0.908-0.945],1.781e-08,***,Free Cholesterol in Small VLDL
M-LDL-C,525,0.926 [0.907-0.946],3.195e-07,***,Cholesterol in Medium LDL
M-LDL-P,508,0.926 [0.907-0.945],1.025e-07,***,Concentration of Medium LDL Particles
VLDL-C,644,0.926 [0.907-0.945],3.622e-08,***,VLDL Cholesterol
M-VLDL-TG,613,0.925 [0.904-0.946],5.436e-06,***,Triglycerides in Medium VLDL
S-LDL-CE,543,0.925 [0.906-0.944],3.610e-08,***,Cholesteryl Esters in Small LDL
M-LDL-CE,550,0.925 [0.906-0.944],1.608e-08,***,Cholesteryl Esters in Medium LDL
M-VLDL-L,589,0.923 [0.903-0.944],7.216e-07,***,Total-Lipids in Medium VLDL
M-VLDL-P,612,0.923 [0.904-0.942],1.080e-08,***,Concentration of Medium VLDL Particles
SFA,553,0.923 [0.899-0.947],4.636e-04,***,Saturated Fatty Acids
PUFA,699,0.922 [0.903-0.942],8.536e-09,***,Polyunsaturated Fatty Acids
M-VLDL-PL,632,0.922 [0.903-0.941],1.841e-09,***,Phospholipids in Medium VLDL
S-VLDL-PL,664,0.921 [0.903-0.940],2.368e-10,***,Phospholipids in Small VLDL
Total-L,626,0.921 [0.900-0.943],1.391e-06,***,Total-Lipids in Lipoprotein Particles
M-VLDL-FC,594,0.921 [0.902-0.941],5.040e-09,***,Free Cholesterol in Medium VLDL
Total-FA,654,0.913 [0.891-0.935],1.657e-08,***,Total-Fatty Acids
S-LDL-CE%,545,0.911 [0.889-0.934],1.834e-08,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL,489,0.911 [0.882-0.940],0.002,**,Phospholipids in Small HDL
Omega-6,651,0.910 [0.889-0.932],9.876e-10,***,Omega-6 Fatty Acids
LA,635,0.910 [0.889-0.932],1.615e-09,***,Linoleic Acid
S-HDL-FC,483,0.904 [0.877-0.932],2.588e-05,***,Free Cholesterol in Small HDL
MUFA,654,0.903 [0.881-0.925],3.882e-11,***,Monounsaturated Fatty Acids
S-HDL-L,442,0.896 [0.867-0.925],3.438e-06,***,Total-Lipids in Small HDL
GlycA,385,0.867 [0.830-0.905],2.407e-05,***,Glycoprotein Acetyls
