Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.243 [1.160-1.332],1.364e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-CE%,557,1.174 [1.111-1.240],0.003,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,632,1.165 [1.103-1.230],0.012,*,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-FC%,578,1.152 [1.086-1.222],0.629,,Free Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-FC,597,1.018 [0.955-1.084],1.000,,Free Cholesterol in Medium HDL
XS-VLDL-L,632,0.873 [0.830-0.919],0.039,*,Total-Lipids in Very Small VLDL
XS-VLDL-PL,635,0.873 [0.830-0.919],0.041,*,Phospholipids in Very Small VLDL
L-LDL-TG,604,0.871 [0.827-0.917],0.048,*,Triglycerides in Large LDL
M-HDL-TG%,657,0.864 [0.822-0.908],0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-TG,678,0.859 [0.816-0.904],0.001,**,Triglycerides in Very Small VLDL
S-HDL-TG%,677,0.856 [0.813-0.901],9.487e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
LDL-TG,630,0.854 [0.808-0.902],0.004,**,Triglycerides in LDL
S-HDL-TG,681,0.851 [0.804-0.901],0.007,**,Triglycerides in Small HDL
L-VLDL-PL%,580,0.846 [0.801-0.893],3.969e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-P,566,0.843 [0.794-0.896],0.007,**,Concentration of Small LDL Particles
S-LDL-CE,543,0.843 [0.790-0.899],0.046,*,Cholesteryl Esters in Small LDL
PUFA,699,0.842 [0.793-0.894],0.006,**,Polyunsaturated Fatty Acids
L-VLDL-TG,567,0.840 [0.789-0.895],0.012,*,Triglycerides in Large VLDL
XL-VLDL-TG,570,0.837 [0.787-0.891],0.005,**,Triglycerides in Very Large VLDL
XXL-VLDL-PL,556,0.837 [0.787-0.890],0.004,**,Phospholipids in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,687,0.832 [0.784-0.882],2.264e-04,***,Triglycerides in Small VLDL
S-VLDL-FC,593,0.831 [0.782-0.884],0.001,**,Free Cholesterol in Small VLDL
M-LDL-TG,658,0.831 [0.785-0.880],5.340e-05,***,Triglycerides in Medium LDL
VLDL-TG,582,0.831 [0.780-0.885],0.002,**,Triglycerides in VLDL
S-VLDL-CE,626,0.829 [0.781-0.879],1.341e-04,***,Cholesteryl Esters in Small VLDL
XXL-VLDL-L,514,0.828 [0.779-0.881],4.350e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,557,0.828 [0.778-0.881],5.747e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-VLDL-C,618,0.826 [0.779-0.876],4.916e-05,***,Cholesterol in Small VLDL
XXL-VLDL-TG,472,0.825 [0.773-0.880],0.001,**,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,578,0.824 [0.775-0.877],1.911e-04,***,Total-Lipids in Very Large VLDL
Total-TG,641,0.823 [0.774-0.876],1.747e-04,***,Total-Triglycerides
SFA,553,0.823 [0.768-0.882],0.008,**,Saturated Fatty Acids
XL-VLDL-P,599,0.822 [0.774-0.874],7.663e-05,***,Concentration of Very Large VLDL Particles
VLDL-CE,621,0.822 [0.773-0.874],8.795e-05,***,Cholesteryl Esters in VLDL
XXL-VLDL-P,529,0.820 [0.770-0.874],2.052e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-PL%,398,0.820 [0.767-0.876],7.923e-04,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-VLDL-L,609,0.817 [0.768-0.870],4.007e-05,***,Total-Lipids in Large VLDL
Omega-6,651,0.817 [0.764-0.874],0.001,**,Omega-6 Fatty Acids
M-VLDL-FC,594,0.817 [0.767-0.870],8.969e-05,***,Free Cholesterol in Medium VLDL
XL-VLDL-PL,607,0.817 [0.768-0.868],1.607e-05,***,Phospholipids in Very Large VLDL
L-VLDL-PL,637,0.817 [0.769-0.867],8.310e-06,***,Phospholipids in Large VLDL
M-VLDL-TG,613,0.814 [0.763-0.869],1.152e-04,***,Triglycerides in Medium VLDL
L-VLDL-FC,648,0.814 [0.766-0.864],4.296e-06,***,Free Cholesterol in Large VLDL
XXL-VLDL-C,589,0.814 [0.765-0.865],9.863e-06,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-P,622,0.812 [0.764-0.863],6.112e-06,***,Concentration of Large VLDL Particles
S-LDL-TG,690,0.810 [0.763-0.860],8.609e-07,***,Triglycerides in Small LDL
LA,635,0.806 [0.754-0.863],1.096e-04,***,Linoleic Acid
XL-VLDL-FC,610,0.806 [0.758-0.858],2.133e-06,***,Free Cholesterol in Very Large VLDL
S-VLDL-PL,664,0.806 [0.758-0.857],1.816e-06,***,Phospholipids in Small VLDL
L-VLDL-C,622,0.805 [0.758-0.856],1.069e-06,***,Cholesterol in Large VLDL
S-VLDL-P,669,0.803 [0.757-0.853],1.121e-07,***,Concentration of Small VLDL Particles
XL-VLDL-C,639,0.802 [0.755-0.853],2.668e-07,***,Cholesterol in Very Large VLDL
VLDL-P,640,0.802 [0.756-0.852],1.377e-07,***,Concentration of VLDL Particles
XXL-VLDL-CE,621,0.802 [0.755-0.852],2.374e-07,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Total-FA,654,0.801 [0.752-0.854],1.469e-06,***,Total-Fatty Acids
S-LDL-CE%,545,0.796 [0.745-0.850],3.665e-06,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-VLDL-L,665,0.795 [0.749-0.845],2.299e-08,***,Total-Lipids in Small VLDL
