Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-C,607,1.037 [0.997-1.079],1.000,,Cholesterol in Medium HDL
M-HDL-L,576,1.036 [0.996-1.078],1.000,,Total-Lipids in Medium HDL
Pyruvate,37,1.032 [0.888-1.199],1.000,,Pyruvate
XL-VLDL-CE%,485,1.006 [0.961-1.052],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-PL%,261,1.003 [0.952-1.056],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-P,541,0.914 [0.881-0.949],0.746,,Concentration of Large LDL Particles
ApoB,565,0.914 [0.880-0.949],0.646,,Apolipoprotein B
LDL-P,552,0.913 [0.880-0.947],0.378,,Concentration of LDL Particles
M-VLDL-C,535,0.908 [0.872-0.944],0.439,,Cholesterol in Medium VLDL
M-VLDL-CE,487,0.906 [0.869-0.945],0.881,,Cholesteryl Esters in Medium VLDL
