Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.174 [1.119-1.231],8.520e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,510,1.138 [1.089-1.188],0.002,**,Phospholipids to Total-Lipids in Small LDL percentage
PUFA/MUFA,484,1.130 [1.090-1.173],1.533e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-FC%,687,1.118 [1.076-1.161],0.003,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,651,1.101 [1.062-1.142],0.047,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-FC%,578,1.100 [1.062-1.140],0.034,*,Free Cholesterol to Total-Lipids in Small LDL percentage
Unsaturation,310,1.078 [1.049-1.108],0.016,*,Degree of Unsaturation
L-VLDL-PL%,580,0.908 [0.875-0.941],0.042,*,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC,648,0.907 [0.875-0.941],0.040,*,Free Cholesterol in Large VLDL
XL-VLDL-PL,607,0.907 [0.874-0.941],0.043,*,Phospholipids in Very Large VLDL
XL-VLDL-L,578,0.906 [0.872-0.940],0.044,*,Total-Lipids in Very Large VLDL
XL-VLDL-P,599,0.905 [0.872-0.939],0.021,*,Concentration of Very Large VLDL Particles
VLDL-TG,582,0.904 [0.871-0.939],0.041,*,Triglycerides in VLDL
L-VLDL-PL,637,0.904 [0.872-0.937],0.006,**,Phospholipids in Large VLDL
S-LDL-TG,690,0.903 [0.871-0.936],0.006,**,Triglycerides in Small LDL
XXL-VLDL-FC,557,0.902 [0.869-0.936],0.013,*,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,687,0.901 [0.870-0.934],0.003,**,Triglycerides in Small VLDL
XXL-VLDL-C,589,0.901 [0.869-0.934],0.004,**,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-HDL-TG%,642,0.901 [0.869-0.933],0.002,**,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG,570,0.900 [0.865-0.936],0.029,*,Triglycerides in Very Large VLDL
S-HDL-TG,681,0.899 [0.869-0.931],6.971e-04,***,Triglycerides in Small HDL
XXL-VLDL-P,529,0.899 [0.865-0.934],0.013,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,556,0.897 [0.864-0.932],0.004,**,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,621,0.896 [0.864-0.929],5.028e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,472,0.890 [0.852-0.930],0.044,*,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,514,0.886 [0.852-0.922],5.590e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-LDL-CE%,545,0.885 [0.849-0.922],0.001,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
MUFA%,525,0.884 [0.854-0.915],3.524e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,654,0.883 [0.849-0.919],2.471e-04,***,Monounsaturated Fatty Acids
