Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-CE,360,1.035 [0.995-1.078],1.000,,Cholesteryl Esters in Small HDL
M-LDL-TG%,456,1.032 [0.996-1.070],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-PL,590,1.021 [0.986-1.058],1.000,,Phospholipids in HDL
M-HDL-FC,597,1.017 [0.981-1.053],1.000,,Free Cholesterol in Medium HDL
XL-HDL-CE,664,1.003 [0.973-1.034],1.000,,Cholesteryl Esters in Very Large HDL
XS-VLDL-C%,642,0.996 [0.958-1.035],1.000,,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL%,600,0.981 [0.942-1.022],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-C%,527,0.977 [0.936-1.020],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-P,599,0.974 [0.940-1.009],1.000,,Concentration of Very Large VLDL Particles
M-VLDL-TG,613,0.961 [0.928-0.995],1.000,,Triglycerides in Medium VLDL
