Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-CE,487,1.415 [1.314-1.523],5.414e-15,***,Cholesteryl Esters in Medium VLDL
XL-VLDL-FC%,397,1.398 [1.278-1.529],6.006e-08,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-P,505,1.384 [1.292-1.482],3.588e-15,***,Concentration of IDL Particles
M-VLDL-C,535,1.375 [1.280-1.477],7.913e-13,***,Cholesterol in Medium VLDL
M-LDL-FC,407,1.373 [1.272-1.481],7.397e-11,***,Free Cholesterol in Medium LDL
Clinical LDL-C,463,1.373 [1.274-1.479],2.325e-11,***,Clinical LDL Cholesterol
L-LDL-FC,474,1.372 [1.278-1.472],4.010e-13,***,Free Cholesterol in Large LDL
LDL-FC,411,1.369 [1.271-1.474],3.143e-11,***,Free Cholesterol in LDL
M-LDL-P,508,1.360 [1.259-1.469],1.242e-09,***,Concentration of Medium LDL Particles
L-LDL-PL,492,1.360 [1.262-1.464],1.167e-10,***,Phospholipids in Large LDL
S-LDL-FC,410,1.346 [1.257-1.442],6.028e-12,***,Free Cholesterol in Small LDL
IDL-CE,553,1.343 [1.257-1.435],5.592e-13,***,Cholesteryl Esters in IDL
LDL-PL,473,1.343 [1.246-1.447],2.158e-09,***,Phospholipids in LDL
M-LDL-C,525,1.343 [1.246-1.447],2.427e-09,***,Cholesterol in Medium LDL
S-LDL-C,489,1.342 [1.246-1.447],2.680e-09,***,Cholesterol in Small LDL
S-LDL-P,566,1.340 [1.250-1.437],4.529e-11,***,Concentration of Small LDL Particles
ApoB/ApoA1,542,1.338 [1.254-1.427],2.351e-13,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-CE,543,1.337 [1.243-1.438],1.056e-09,***,Cholesteryl Esters in Small LDL
XL-VLDL-PL%,398,1.337 [1.229-1.454],2.702e-06,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-P,541,1.335 [1.246-1.431],4.585e-11,***,Concentration of Large LDL Particles
L-LDL-C,488,1.335 [1.241-1.437],2.774e-09,***,Cholesterol in Large LDL
IDL-C,568,1.335 [1.251-1.424],5.012e-13,***,Cholesterol in IDL
S-VLDL-C%,527,1.334 [1.245-1.429],5.654e-11,***,Cholesterol to Total-Lipids in Small VLDL percentage
LDL-C,476,1.334 [1.236-1.439],3.459e-08,***,LDL Cholesterol
S-LDL-L,511,1.333 [1.241-1.432],7.085e-10,***,Total-Lipids in Small LDL
M-LDL-L,531,1.330 [1.236-1.432],5.811e-09,***,Total-Lipids in Medium LDL
LDL-P,552,1.328 [1.239-1.423],2.433e-10,***,Concentration of LDL Particles
M-VLDL-FC%,574,1.325 [1.241-1.414],5.142e-12,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB,565,1.322 [1.235-1.415],2.034e-10,***,Apolipoprotein B
M-LDL-CE,550,1.320 [1.226-1.423],6.053e-08,***,Cholesteryl Esters in Medium LDL
Non-HDL-C,563,1.319 [1.229-1.415],2.494e-09,***,Total-Cholesterol Minus HDL-C
M-VLDL-FC,594,1.318 [1.231-1.411],5.202e-10,***,Free Cholesterol in Medium VLDL
M-LDL-PL,492,1.318 [1.223-1.420],1.085e-07,***,Phospholipids in Medium LDL
L-LDL-L,508,1.317 [1.225-1.416],2.033e-08,***,Total-Lipids in Large LDL
XS-VLDL-FC%,460,1.315 [1.218-1.420],6.304e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-CE,502,1.314 [1.220-1.415],1.234e-07,***,Cholesteryl Esters in Large LDL
LDL-L,502,1.314 [1.219-1.415],1.547e-07,***,Total-Lipids in LDL
