Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.560 [0.551 - 0.568],0.544 [0.542 - 0.546],0.543 [0.529 - 0.557],0.544 [0.542 - 0.546],0.024 [0.023 - 0.024],0.087 [0.073 - 0.101],0.045 [0.043 - 0.047]
Demographic,0.606 [0.598 - 0.615],0.581 [0.579 - 0.583],0.580 [0.566 - 0.598],0.581 [0.579 - 0.583],0.027 [0.026 - 0.028],0.161 [0.147 - 0.179],0.052 [0.051 - 0.054]
Metabolite+Demographic,0.605 [0.598 - 0.615],0.577 [0.575 - 0.579],0.576 [0.562 - 0.593],0.577 [0.575 - 0.579],0.027 [0.026 - 0.028],0.153 [0.140 - 0.170],0.051 [0.050 - 0.053]
