Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.546 [0.541 - 0.555],0.529 [0.527 - 0.531],0.528 [0.520 - 0.542],0.529 [0.527 - 0.531],0.042 [0.041 - 0.044],0.057 [0.049 - 0.071],0.078 [0.076 - 0.081]
Demographic,0.662 [0.657 - 0.668],0.621 [0.619 - 0.622],0.621 [0.611 - 0.631],0.620 [0.619 - 0.622],0.060 [0.059 - 0.062],0.242 [0.231 - 0.251],0.110 [0.107 - 0.113]
Metabolite+Demographic,0.662 [0.656 - 0.668],0.622 [0.620 - 0.624],0.623 [0.611 - 0.633],0.622 [0.620 - 0.624],0.061 [0.059 - 0.062],0.245 [0.234 - 0.256],0.110 [0.108 - 0.113]
