Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.824 [0.812 - 0.837],0.754 [0.752 - 0.756],0.756 [0.734 - 0.776],0.754 [0.752 - 0.756],0.016 [0.015 - 0.017],0.510 [0.487 - 0.530],0.032 [0.029 - 0.033]
Demographic,0.771 [0.757 - 0.783],0.706 [0.704 - 0.707],0.707 [0.684 - 0.734],0.706 [0.704 - 0.707],0.013 [0.012 - 0.014],0.413 [0.390 - 0.439],0.025 [0.023 - 0.027]
Metabolite+Demographic,0.848 [0.836 - 0.859],0.779 [0.778 - 0.781],0.781 [0.758 - 0.801],0.779 [0.778 - 0.781],0.019 [0.017 - 0.020],0.561 [0.538 - 0.580],0.036 [0.033 - 0.038]
