Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.630 [0.620 - 0.639],0.596 [0.594 - 0.598],0.598 [0.579 - 0.616],0.596 [0.594 - 0.598],0.019 [0.018 - 0.020],0.194 [0.175 - 0.212],0.036 [0.035 - 0.038]
Demographic,0.721 [0.712 - 0.728],0.669 [0.668 - 0.671],0.666 [0.650 - 0.683],0.669 [0.668 - 0.671],0.025 [0.024 - 0.027],0.336 [0.319 - 0.352],0.049 [0.047 - 0.052]
Metabolite+Demographic,0.721 [0.713 - 0.728],0.667 [0.665 - 0.669],0.669 [0.652 - 0.686],0.667 [0.665 - 0.669],0.025 [0.024 - 0.027],0.336 [0.319 - 0.353],0.049 [0.047 - 0.051]
