Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.561 [0.514 - 0.594],0.559 [0.558 - 0.561],0.562 [0.497 - 0.621],0.559 [0.558 - 0.561],0.002 [0.001 - 0.002],0.121 [0.057 - 0.181],0.003 [0.003 - 0.004]
Demographic,0.684 [0.658 - 0.711],0.638 [0.636 - 0.640],0.639 [0.597 - 0.684],0.638 [0.636 - 0.640],0.002 [0.002 - 0.002],0.276 [0.234 - 0.322],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.664 [0.632 - 0.697],0.621 [0.619 - 0.622],0.624 [0.573 - 0.675],0.621 [0.619 - 0.622],0.002 [0.002 - 0.002],0.245 [0.193 - 0.296],0.004 [0.003 - 0.004]
