Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.639 [0.602 - 0.672],0.609 [0.607 - 0.611],0.610 [0.527 - 0.661],0.609 [0.607 - 0.611],0.002 [0.001 - 0.002],0.219 [0.136 - 0.270],0.004 [0.003 - 0.004]
Demographic,0.638 [0.607 - 0.668],0.602 [0.601 - 0.605],0.593 [0.534 - 0.650],0.602 [0.601 - 0.605],0.002 [0.001 - 0.002],0.196 [0.137 - 0.252],0.003 [0.003 - 0.004]
Metabolite+Demographic,0.681 [0.641 - 0.711],0.624 [0.622 - 0.626],0.617 [0.547 - 0.675],0.624 [0.622 - 0.626],0.002 [0.002 - 0.002],0.241 [0.171 - 0.299],0.004 [0.003 - 0.004]
