Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.600 [0.569 - 0.626],0.582 [0.580 - 0.584],0.584 [0.538 - 0.636],0.582 [0.580 - 0.584],0.002 [0.002 - 0.002],0.166 [0.120 - 0.219],0.004 [0.004 - 0.005]
Demographic,0.595 [0.570 - 0.624],0.566 [0.563 - 0.567],0.564 [0.524 - 0.619],0.566 [0.563 - 0.567],0.002 [0.002 - 0.002],0.129 [0.091 - 0.184],0.004 [0.003 - 0.005]
Metabolite+Demographic,0.615 [0.584 - 0.640],0.594 [0.592 - 0.596],0.594 [0.546 - 0.640],0.594 [0.592 - 0.596],0.002 [0.002 - 0.003],0.188 [0.139 - 0.235],0.005 [0.004 - 0.005]
