Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.542 [0.518 - 0.563],0.532 [0.529 - 0.533],0.536 [0.500 - 0.573],0.532 [0.529 - 0.533],0.003 [0.003 - 0.003],0.067 [0.033 - 0.105],0.006 [0.005 - 0.007]
Demographic,0.592 [0.561 - 0.616],0.587 [0.585 - 0.589],0.588 [0.535 - 0.632],0.587 [0.584 - 0.589],0.004 [0.003 - 0.004],0.175 [0.120 - 0.218],0.008 [0.007 - 0.009]
Metabolite+Demographic,0.580 [0.556 - 0.603],0.570 [0.568 - 0.571],0.571 [0.532 - 0.611],0.570 [0.568 - 0.571],0.004 [0.003 - 0.004],0.142 [0.101 - 0.181],0.007 [0.006 - 0.008]
