Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.535 [0.492 - 0.589],0.531 [0.529 - 0.533],0.530 [0.431 - 0.598],0.531 [0.529 - 0.533],0.001 [0.000 - 0.001],0.062 [-0.036 - 0.129],0.001 [0.001 - 0.002]
Demographic,0.653 [0.604 - 0.699],0.615 [0.612 - 0.617],0.601 [0.521 - 0.681],0.615 [0.612 - 0.617],0.001 [0.001 - 0.001],0.215 [0.136 - 0.296],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.668 [0.619 - 0.707],0.643 [0.642 - 0.646],0.634 [0.541 - 0.722],0.643 [0.642 - 0.645],0.001 [0.001 - 0.001],0.277 [0.186 - 0.366],0.002 [0.001 - 0.002]
