Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.577 [0.544 - 0.604],0.591 [0.589 - 0.593],0.588 [0.547 - 0.640],0.591 [0.589 - 0.593],0.002 [0.002 - 0.002],0.180 [0.138 - 0.229],0.004 [0.004 - 0.005]
Demographic,0.617 [0.585 - 0.649],0.589 [0.587 - 0.591],0.588 [0.535 - 0.646],0.589 [0.587 - 0.591],0.002 [0.002 - 0.002],0.176 [0.122 - 0.234],0.004 [0.003 - 0.005]
Metabolite+Demographic,0.617 [0.591 - 0.648],0.588 [0.587 - 0.591],0.587 [0.543 - 0.641],0.588 [0.587 - 0.591],0.002 [0.002 - 0.002],0.176 [0.130 - 0.230],0.004 [0.003 - 0.004]
