Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.587 [0.537 - 0.625],0.557 [0.555 - 0.559],0.561 [0.491 - 0.628],0.557 [0.555 - 0.559],0.001 [0.001 - 0.001],0.117 [0.048 - 0.185],0.002 [0.002 - 0.003]
Demographic,0.478 [0.442 - 0.518],0.491 [0.489 - 0.493],0.489 [0.424 - 0.555],0.491 [0.489 - 0.493],0.001 [0.001 - 0.001],-0.020 [-0.084 - 0.046],0.002 [0.002 - 0.002]
Metabolite+Demographic,0.586 [0.540 - 0.623],0.568 [0.566 - 0.570],0.575 [0.507 - 0.644],0.568 [0.566 - 0.570],0.001 [0.001 - 0.002],0.143 [0.075 - 0.212],0.003 [0.002 - 0.003]
