Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.532 [0.483 - 0.578],0.505 [0.503 - 0.507],0.500 [0.416 - 0.589],0.505 [0.503 - 0.507],0.001 [0.001 - 0.001],0.006 [-0.078 - 0.093],0.002 [0.001 - 0.002]
Demographic,0.682 [0.637 - 0.725],0.655 [0.652 - 0.656],0.650 [0.561 - 0.723],0.655 [0.652 - 0.656],0.001 [0.001 - 0.002],0.304 [0.215 - 0.379],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.677 [0.635 - 0.717],0.660 [0.657 - 0.661],0.661 [0.583 - 0.730],0.660 [0.657 - 0.661],0.001 [0.001 - 0.002],0.321 [0.242 - 0.389],0.003 [0.002 - 0.003]
