Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.543 [0.533 - 0.550],0.534 [0.532 - 0.536],0.535 [0.520 - 0.547],0.534 [0.532 - 0.536],0.027 [0.026 - 0.028],0.068 [0.055 - 0.081],0.052 [0.050 - 0.054]
Demographic,0.685 [0.676 - 0.692],0.633 [0.631 - 0.635],0.637 [0.621 - 0.648],0.633 [0.631 - 0.635],0.041 [0.039 - 0.042],0.270 [0.254 - 0.281],0.076 [0.073 - 0.079]
Metabolite+Demographic,0.683 [0.675 - 0.691],0.630 [0.628 - 0.632],0.634 [0.615 - 0.645],0.630 [0.627 - 0.632],0.040 [0.038 - 0.041],0.263 [0.245 - 0.274],0.075 [0.072 - 0.078]
