Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.574 [0.570 - 0.579],0.554 [0.553 - 0.557],0.554 [0.546 - 0.562],0.554 [0.552 - 0.557],0.079 [0.078 - 0.081],0.108 [0.100 - 0.117],0.139 [0.136 - 0.142]
Demographic,0.742 [0.738 - 0.747],0.683 [0.681 - 0.685],0.683 [0.674 - 0.689],0.683 [0.681 - 0.686],0.130 [0.128 - 0.133],0.366 [0.356 - 0.373],0.219 [0.215 - 0.223]
Metabolite+Demographic,0.742 [0.738 - 0.747],0.683 [0.681 - 0.685],0.683 [0.674 - 0.689],0.683 [0.681 - 0.685],0.130 [0.128 - 0.133],0.366 [0.356 - 0.372],0.218 [0.215 - 0.222]
