Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.603 [0.590 - 0.616],0.580 [0.578 - 0.582],0.581 [0.558 - 0.604],0.580 [0.578 - 0.582],0.012 [0.011 - 0.013],0.162 [0.138 - 0.185],0.023 [0.022 - 0.025]
Demographic,0.624 [0.610 - 0.636],0.588 [0.586 - 0.590],0.590 [0.568 - 0.608],0.588 [0.586 - 0.590],0.012 [0.012 - 0.013],0.178 [0.154 - 0.196],0.024 [0.023 - 0.025]
Metabolite+Demographic,0.624 [0.610 - 0.640],0.594 [0.592 - 0.596],0.595 [0.573 - 0.623],0.594 [0.592 - 0.596],0.013 [0.012 - 0.013],0.189 [0.169 - 0.217],0.025 [0.023 - 0.026]
