Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.477 [0.439 - 0.515],0.471 [0.469 - 0.473],0.475 [0.397 - 0.536],0.471 [0.469 - 0.473],0.001 [0.000 - 0.001],-0.054 [-0.132 - 0.007],0.001 [0.001 - 0.001]
Demographic,0.547 [0.505 - 0.588],0.528 [0.526 - 0.530],0.526 [0.443 - 0.617],0.528 [0.526 - 0.530],0.001 [0.001 - 0.001],0.055 [-0.028 - 0.146],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.510 [0.471 - 0.549],0.510 [0.509 - 0.512],0.507 [0.425 - 0.582],0.510 [0.509 - 0.512],0.001 [0.001 - 0.001],0.018 [-0.065 - 0.092],0.001 [0.001 - 0.002]
