Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.596 [0.546 - 0.645],0.556 [0.554 - 0.557],0.553 [0.471 - 0.644],0.556 [0.554 - 0.557],0.001 [0.000 - 0.001],0.109 [0.026 - 0.198],0.001 [0.001 - 0.002]
Demographic,0.606 [0.558 - 0.643],0.565 [0.563 - 0.567],0.573 [0.469 - 0.648],0.565 [0.563 - 0.567],0.001 [0.001 - 0.001],0.137 [0.033 - 0.212],0.001 [0.001 - 0.002]
Metabolite+Demographic,0.635 [0.590 - 0.683],0.573 [0.571 - 0.575],0.573 [0.507 - 0.674],0.573 [0.571 - 0.575],0.001 [0.001 - 0.001],0.146 [0.081 - 0.247],0.001 [0.001 - 0.002]
