Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.240 [0.199 - 0.283],0.234 [0.232 - 0.235],0.235 [0.162 - 0.305],0.234 [0.232 - 0.235],0.000 [0.000 - 0.000],-0.530 [-0.605 - -0.461],0.001 [0.000 - 0.001]
Demographic,0.347 [0.296 - 0.391],0.360 [0.358 - 0.362],0.351 [0.266 - 0.427],0.360 [0.358 - 0.362],0.000 [0.000 - 0.001],-0.289 [-0.374 - -0.213],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.309 [0.267 - 0.356],0.297 [0.296 - 0.299],0.296 [0.238 - 0.377],0.297 [0.296 - 0.299],0.000 [0.000 - 0.000],-0.406 [-0.464 - -0.325],0.001 [0.001 - 0.001]
