Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.582 [0.561 - 0.608],0.557 [0.555 - 0.559],0.556 [0.513 - 0.601],0.557 [0.555 - 0.559],0.003 [0.003 - 0.003],0.113 [0.070 - 0.158],0.006 [0.005 - 0.007]
Demographic,0.679 [0.656 - 0.702],0.629 [0.627 - 0.632],0.631 [0.585 - 0.668],0.629 [0.627 - 0.632],0.004 [0.004 - 0.005],0.262 [0.214 - 0.295],0.008 [0.008 - 0.009]
Metabolite+Demographic,0.664 [0.641 - 0.686],0.619 [0.617 - 0.622],0.620 [0.582 - 0.659],0.619 [0.617 - 0.622],0.004 [0.004 - 0.004],0.240 [0.201 - 0.278],0.008 [0.007 - 0.009]
