Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.603 [0.596 - 0.610],0.576 [0.573 - 0.577],0.576 [0.562 - 0.586],0.575 [0.573 - 0.577],0.039 [0.038 - 0.040],0.151 [0.137 - 0.162],0.072 [0.070 - 0.075]
Demographic,0.648 [0.641 - 0.656],0.611 [0.609 - 0.612],0.611 [0.600 - 0.622],0.611 [0.609 - 0.613],0.044 [0.043 - 0.046],0.223 [0.210 - 0.232],0.083 [0.080 - 0.085]
Metabolite+Demographic,0.652 [0.645 - 0.659],0.613 [0.611 - 0.615],0.613 [0.603 - 0.624],0.613 [0.611 - 0.615],0.045 [0.044 - 0.046],0.226 [0.216 - 0.238],0.083 [0.081 - 0.086]
