Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.558 [0.515 - 0.611],0.525 [0.523 - 0.527],0.527 [0.446 - 0.607],0.525 [0.523 - 0.527],0.001 [0.000 - 0.001],0.052 [-0.030 - 0.133],0.001 [0.001 - 0.002]
Demographic,0.620 [0.578 - 0.678],0.595 [0.593 - 0.597],0.589 [0.517 - 0.670],0.595 [0.593 - 0.597],0.001 [0.001 - 0.001],0.184 [0.113 - 0.264],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.639 [0.588 - 0.691],0.603 [0.602 - 0.606],0.599 [0.529 - 0.676],0.603 [0.602 - 0.606],0.001 [0.001 - 0.001],0.204 [0.133 - 0.279],0.002 [0.001 - 0.002]
