Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.448 [0.404 - 0.518],0.460 [0.458 - 0.462],0.460 [0.376 - 0.553],0.460 [0.458 - 0.462],0.000 [0.000 - 0.001],-0.081 [-0.164 - 0.014],0.001 [0.001 - 0.001]
Demographic,0.462 [0.423 - 0.531],0.459 [0.457 - 0.461],0.456 [0.360 - 0.543],0.459 [0.457 - 0.461],0.000 [0.000 - 0.001],-0.085 [-0.182 - 0.003],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.452 [0.403 - 0.522],0.461 [0.459 - 0.464],0.455 [0.378 - 0.560],0.461 [0.459 - 0.463],0.000 [0.000 - 0.001],-0.083 [-0.161 - 0.022],0.001 [0.001 - 0.001]
