Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.516 [0.493 - 0.541],0.503 [0.501 - 0.505],0.505 [0.471 - 0.550],0.503 [0.501 - 0.506],0.002 [0.002 - 0.003],0.009 [-0.026 - 0.054],0.005 [0.004 - 0.005]
Demographic,0.584 [0.562 - 0.609],0.554 [0.552 - 0.556],0.546 [0.506 - 0.590],0.554 [0.552 - 0.556],0.003 [0.003 - 0.003],0.101 [0.059 - 0.145],0.006 [0.005 - 0.006]
Metabolite+Demographic,0.578 [0.555 - 0.604],0.553 [0.551 - 0.555],0.556 [0.510 - 0.594],0.553 [0.551 - 0.555],0.003 [0.003 - 0.003],0.110 [0.062 - 0.146],0.006 [0.005 - 0.006]
