Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.533 [0.501 - 0.562],0.521 [0.519 - 0.523],0.524 [0.469 - 0.579],0.521 [0.519 - 0.523],0.002 [0.002 - 0.002],0.046 [-0.011 - 0.099],0.004 [0.004 - 0.005]
Demographic,0.701 [0.669 - 0.725],0.626 [0.624 - 0.628],0.629 [0.573 - 0.693],0.626 [0.624 - 0.628],0.003 [0.003 - 0.004],0.255 [0.199 - 0.320],0.006 [0.006 - 0.007]
Metabolite+Demographic,0.690 [0.663 - 0.716],0.642 [0.639 - 0.644],0.645 [0.594 - 0.698],0.642 [0.639 - 0.644],0.003 [0.003 - 0.004],0.287 [0.235 - 0.341],0.007 [0.006 - 0.007]
