Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.707 [0.649 - 0.765],0.683 [0.681 - 0.685],0.679 [0.592 - 0.764],0.683 [0.681 - 0.685],0.002 [0.001 - 0.002],0.362 [0.275 - 0.447],0.003 [0.002 - 0.004]
Demographic,0.576 [0.531 - 0.618],0.564 [0.561 - 0.567],0.564 [0.463 - 0.628],0.564 [0.561 - 0.567],0.001 [0.001 - 0.001],0.128 [0.029 - 0.192],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.714 [0.659 - 0.769],0.673 [0.671 - 0.676],0.671 [0.585 - 0.758],0.673 [0.671 - 0.676],0.001 [0.001 - 0.002],0.343 [0.260 - 0.432],0.003 [0.002 - 0.004]
