Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.510 [0.464 - 0.557],0.500 [0.498 - 0.502],0.502 [0.406 - 0.571],0.500 [0.498 - 0.502],0.001 [0.000 - 0.001],0.002 [-0.093 - 0.070],0.001 [0.001 - 0.002]
Demographic,0.500 [0.452 - 0.553],0.507 [0.505 - 0.509],0.507 [0.429 - 0.591],0.507 [0.505 - 0.509],0.001 [0.001 - 0.001],0.015 [-0.064 - 0.099],0.001 [0.001 - 0.002]
Metabolite+Demographic,0.492 [0.439 - 0.535],0.497 [0.495 - 0.499],0.500 [0.410 - 0.580],0.497 [0.495 - 0.499],0.001 [0.001 - 0.001],-0.001 [-0.094 - 0.078],0.001 [0.001 - 0.002]
